profile_id,target_role,research_consent_given,created_at,updated_at,job_satisfaction,D1,D2,D3,D4,D5,D6_result,D6_learning,D6_relation,suggested_role,triage_decision_quality,triage_strategy_adaptation,triage_decision_speed,gonogo_inhibition_control,gonogo_attention_stability,gonogo_response_stability,neg_interaction_balance,neg_decision_drive,neg_outcome_quality
5b4b3665-89c7-4dc4-aead-b05cdbf6531a,sales_ops,True,2026-03-13T12:53:47.149+00:00,2026-03-13T12:58:30.362197+00:00,2,80.0,65.0,50.0,56.0,44.0,92.0,92.0,75.0,developer,0.125,1.0,0.0001058397057656,0.6666666666666666,0.5111111111111111,0.0373727579679887,0.2166666666666666,0.6000000000000001,0.7083333333333334
125816e2-8d79-4b3f-a747-521bdfad992d,receptionist,True,2026-03-15T14:53:02.652+00:00,2026-03-15T14:56:01.387554+00:00,4,55.0,60.0,13.0,94.0,31.0,83.0,83.0,83.0,sales_ops,0.5,0.75,0.0001391957962869,0.8,0.0666666666666666,0.0087883184469326,0.3,0.6333333333333333,0.5833333333333334
7171a598-3f14-458f-a789-adf146404838,receptionist,True,2026-03-17T14:01:25.516+00:00,2026-03-17T14:03:18.693306+00:00,3,30.0,60.0,25.0,56.0,44.0,75.0,92.0,100.0,sales_ops,0.75,0.9,0.0001590362403832,0.7,0.2333333333333333,0.0121003606393476,0.3666666666666667,0.5333333333333333,0.5916666666666667
4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,sales_ops,True,2026-03-16T15:08:35.364+00:00,2026-03-16T15:12:29.540949+00:00,3,95.0,40.0,69.0,56.0,56.0,67.0,67.0,83.0,developer,0.625,0.875,7.378320548942018e-05,0.9333333333333332,0.5333333333333333,0.0537118287206405,0.1166666666666666,0.7999999999999999,0.7166666666666667
3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,receptionist,True,2026-03-16T17:03:01.494+00:00,2026-03-16T17:05:36.51217+00:00,5,100.0,85.0,100.0,50.0,56.0,67.0,92.0,83.0,receptionist,0.375,0.2916666666666666,0.0001779280281126,0.8666666666666667,0.3777777777777777,0.058876076778539,0.1166666666666666,0.7999999999999999,0.7166666666666667
8812d715-2437-452f-9f08-89a9b7de6222,sales_ops,True,2026-03-13T11:50:16.183+00:00,2026-03-13T14:43:50.033228+00:00,4,75.0,85.0,38.0,50.0,81.0,83.0,100.0,100.0,developer,0.375,0.7,0.0001699596345867,0.1333333333333333,0.7777777777777778,0.0137369390965105,0.1666666666666666,0.7000000000000001,0.725
3125642c-91c9-4248-95c6-6d51ca9b18b2,sales_ops,True,2026-03-16T15:32:19.605+00:00,2026-03-16T15:34:11.030854+00:00,4,50.0,55.0,56.0,63.0,44.0,58.0,75.0,67.0,sales_ops,0.125,0.75,0.0003488118596032,0.8666666666666667,0.1111111111111111,0.012983685406713,0.3333333333333333,0.5166666666666666,0.5333333333333333
b701c83a-8878-4490-a5c0-0bf097d5abf6,sales_ops,True,2026-03-13T23:27:07.211+00:00,2026-03-13T23:31:29.889005+00:00,3,60.0,70.0,13.0,69.0,44.0,100.0,100.0,100.0,sales_ops,0.5,0.8333333333333333,0.0001231223836493,0.8,0.3111111111111111,0.0144208936497878,0.2666666666666667,0.6,0.6333333333333333
1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,developer,True,2026-03-17T15:52:18.945+00:00,2026-03-17T16:30:41.836694+00:00,3,80.0,60.0,50.0,63.0,56.0,92.0,100.0,100.0,developer,0.5,0.75,0.0001027524821146,0.9333333333333332,0.3555555555555555,0.0611242403261791,0.1166666666666666,0.7999999999999999,0.7166666666666667
e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,receptionist,True,2026-03-16T16:06:49.015+00:00,2026-03-16T16:16:16.187764+00:00,2,35.0,70.0,81.0,44.0,50.0,83.0,92.0,83.0,receptionist,0.75,0.8333333333333333,8.789277081960009e-05,1.0,0.5777777777777777,0.0662420405190098,0.1166666666666666,0.7999999999999999,0.7166666666666667
f95a6826-5019-47cb-bb49-878a0e2bef42,developer,True,2026-03-17T20:48:44.643+00:00,2026-03-17T20:54:39.250529+00:00,1,75.0,85.0,94.0,75.0,56.0,75.0,100.0,75.0,receptionist,0.625,0.7,0.0001149573939158,0.6,0.4222222222222223,0.0108214174641866,0.1166666666666666,0.7999999999999999,0.7166666666666667
1dcc0aa3-7df0-4815-ab89-29892d64c043,developer,True,2026-03-17T17:03:47.42+00:00,2026-03-17T17:07:38.690535+00:00,1,80.0,55.0,44.0,56.0,63.0,92.0,100.0,75.0,developer,0.75,0.75,9.61792781745173e-05,1.0,0.1111111111111111,0.0322407355995636,0.3166666666666667,0.6333333333333333,0.6083333333333334
feb5467d-a7f9-4765-ad88-81cfb571fefb,developer,True,2026-03-18T09:44:37.223+00:00,2026-03-18T09:46:26.079413+00:00,2,95.0,50.0,88.0,25.0,75.0,58.0,100.0,67.0,developer,0.375,0.8,0.0001348913281737,0.7333333333333333,0.2222222222222222,0.0403315406025119,0.1666666666666666,0.7000000000000001,0.6999999999999998
f408cc35-6cb1-4269-b37f-3d793a1b2249,developer,True,2026-03-18T07:50:27.047+00:00,2026-03-18T07:51:49.170692+00:00,4,60.0,30.0,31.0,56.0,63.0,83.0,100.0,58.0,developer,0.75,0.2,0.0002584313218762,0.9333333333333332,0.1111111111111111,0.0221479637021866,0.3,0.6333333333333333,0.5833333333333334
2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,receptionist,True,2026-03-18T15:34:09.115+00:00,2026-03-18T16:03:12.379071+00:00,3,25.0,85.0,50.0,88.0,38.0,100.0,100.0,100.0,receptionist,0.625,0.5416666666666666,0.0001148468230497,0.8666666666666667,0.0444444444444444,0.0692759266994117,0.1333333333333333,0.5833333333333334,0.7000000000000001
be7c2712-f10e-4980-9ae9-532696764a99,receptionist,True,2026-03-18T15:50:53.909+00:00,2026-03-18T15:54:53.652995+00:00,2,60.0,85.0,56.0,50.0,50.0,75.0,75.0,75.0,receptionist,0.875,0.8333333333333333,0.0001505882352941,0.7555555555555555,0.2740740740740741,0.0156916786705638,0.1166666666666666,0.7999999999999999,0.7166666666666667
edc2c1be-eae8-4a69-819f-5e900a04d41b,receptionist,True,2026-03-18T16:54:06.426+00:00,2026-03-18T16:58:29.955757+00:00,3,75.0,80.0,56.0,44.0,63.0,100.0,92.0,100.0,developer,0.5,0.875,9.392647904852476e-05,0.2,0.6666666666666667,0.0139352919356219,0.2333333333333333,0.7166666666666667,0.625
8ac09617-93d9-4ca7-b876-099d441e29a9,developer,True,2026-03-18T16:44:08.537+00:00,2026-03-18T16:48:51.165417+00:00,1,55.0,85.0,75.0,63.0,50.0,58.0,83.0,83.0,receptionist,0.625,0.7,0.0001139130558601,0.8,0.3111111111111111,0.0642259605187457,0.2333333333333333,0.7166666666666667,0.625
554a0a5f-7421-4b16-8d30-f0e025f15b57,receptionist,True,2026-03-18T16:53:43.121+00:00,2026-03-18T16:57:55.220361+00:00,3,60.0,85.0,69.0,38.0,69.0,83.0,92.0,75.0,receptionist,0.5,0.5416666666666666,0.0001115666750341,1.0,0.0888888888888889,0.0324977607852809,0.1166666666666666,0.7999999999999999,0.7166666666666667
0fe75d11-0622-4dd6-9c48-37b80f4d874d,receptionist,True,2026-03-18T17:16:53.989+00:00,2026-03-18T17:20:49.576136+00:00,5,85.0,50.0,25.0,75.0,75.0,100.0,100.0,100.0,developer,0.5,0.6666666666666666,9.774693318997116e-05,0.8666666666666667,0.1333333333333333,0.0870828290613618,0.0999999999999999,0.7000000000000001,0.6916666666666668
7627ff2a-6316-4a3c-9cfe-df70ff5abb64,developer,True,2026-03-18T18:57:10.686+00:00,2026-03-18T18:58:36.400652+00:00,4,55.0,40.0,88.0,19.0,63.0,92.0,100.0,92.0,sales_ops,0.5,0.7083333333333333,0.0002184777562334,0.5333333333333333,0.1999999999999999,0.010751152483769,0.35,0.5333333333333333,0.5916666666666667
6a791992-591c-48c4-9a19-afb064635e66,developer,True,2026-03-18T18:59:13.036+00:00,2026-03-18T19:01:54.820874+00:00,4,70.0,55.0,38.0,75.0,38.0,92.0,92.0,75.0,sales_ops,0.625,0.7083333333333333,0.0001351442665044,1.0,0.0888888888888889,0.0089331234714493,0.1666666666666666,0.7000000000000001,0.725
9b25c176-c0cd-4438-891a-7a1c34e5e907,receptionist,True,2026-03-18T19:21:18.908+00:00,2026-03-18T19:23:16.723382+00:00,4,60.0,50.0,63.0,63.0,38.0,100.0,92.0,75.0,sales_ops,0.5,0.75,0.0001935031323319,0.7333333333333333,0.2222222222222222,0.0164505761493181,0.2833333333333333,0.6166666666666667,0.6083333333333333
2a3ba54c-4ce3-436d-a1da-b7037a388de3,developer,True,2026-03-18T20:33:00.447+00:00,2026-03-18T20:35:04.977588+00:00,3,50.0,55.0,56.0,63.0,69.0,92.0,83.0,100.0,sales_ops,0.625,0.875,0.0001290301769326,0.7333333333333333,0.2444444444444444,0.0161025021028814,0.1666666666666666,0.7000000000000001,0.725
0d3aaf2c-81ce-4357-9d3f-8608d20acc56,developer,True,2026-03-23T08:27:53.087+00:00,2026-03-23T08:29:08.857543+00:00,3,80.0,60.0,19.0,69.0,19.0,42.0,58.0,42.0,developer,0.625,0.45,3.840116739548882e-05,1.0,0.1333333333333333,0.0189399941107501,0.5166666666666666,0.4666666666666666,0.475
595c6330-7545-4bde-ba3b-9a258c98771a,receptionist,True,2026-03-22T10:54:57.71+00:00,2026-03-22T10:57:11.740333+00:00,5,75.0,75.0,81.0,50.0,75.0,83.0,100.0,100.0,receptionist,0.75,0.4,0.0001129417079609,0.9333333333333332,0.0444444444444444,1.0,0.1166666666666666,0.7999999999999999,0.7166666666666667
1d427c45-76bc-4bf1-9fc8-6c826a5a6195,developer,True,2026-03-23T15:41:51.158+00:00,2026-03-23T15:43:19.073884+00:00,5,60.0,75.0,50.0,38.0,56.0,58.0,67.0,67.0,developer,0.625,0.55,0.0004276016890266,0.8666666666666667,0.4,0.0199297989866077,0.1166666666666666,0.7999999999999999,0.7166666666666667
bd7a29f6-f2f7-4568-9499-52d4c3cd7679,developer,True,2026-03-23T20:21:01.839+00:00,2026-03-23T20:22:18.278523+00:00,3,60.0,55.0,50.0,50.0,44.0,100.0,100.0,100.0,sales_ops,0.25,0.4,0.0011933174224343,0.0,0.8888888888888888,0.0207391946109986,0.2833333333333333,0.6166666666666667,0.6083333333333333
44c0253d-d855-41b3-85a8-bc48fa506c2c,receptionist,True,2026-03-18T22:51:13.6+00:00,2026-03-18T22:55:01.095022+00:00,3,70.0,95.0,50.0,56.0,31.0,100.0,42.0,100.0,receptionist,0.5,0.8333333333333333,0.000136668033347,0.6,0.1999999999999999,0.0160525810513683,0.1333333333333333,0.6833333333333335,0.6999999999999998
3dc5e1ad-417f-4959-b6d4-b8310ccfe7e8,developer,True,2026-03-22T12:51:37.155+00:00,2026-03-22T12:54:46.686779+00:00,3,90.0,30.0,25.0,75.0,50.0,75.0,83.0,42.0,developer,0.75,0.7,0.0001248147281379,0.6,0.2888888888888888,0.0311030354358827,0.2833333333333333,0.6333333333333333,0.5666666666666667
35bb3a87-abf2-4745-bf66-21ef7ce9ffb3,developer,True,2026-03-23T15:41:41.765+00:00,2026-03-23T15:43:28.691689+00:00,4,65.0,35.0,75.0,94.0,38.0,33.0,67.0,67.0,developer,0.375,1.0,0.0013518080432578,0.1333333333333333,0.8,0.0112514194722638,0.1166666666666666,0.7999999999999999,0.7166666666666667
e04d7ca6-0f1f-4536-b43c-2ede46228c1b,developer,True,2026-03-19T11:34:21.929+00:00,2026-03-19T11:35:51.587603+00:00,3,65.0,65.0,25.0,75.0,50.0,75.0,83.0,75.0,sales_ops,0.75,0.75,0.0001242236024844,0.5333333333333333,0.3555555555555555,0.0202833829453556,0.3333333333333333,0.6333333333333333,0.5666666666666667
fb738062-ddf7-4f3d-b298-e4cd5035e9b8,sales_ops,True,2026-03-23T11:15:18.825+00:00,2026-03-23T11:17:32.742228+00:00,5,35.0,60.0,75.0,75.0,56.0,42.0,67.0,92.0,sales_ops,0.75,0.75,0.0002352249338429,0.7333333333333334,0.4222222222222222,0.0114103787202135,0.3,0.6333333333333333,0.6416666666666667
4afe6860-52d2-4ac2-bd28-b0c9a8029bb7,receptionist,True,2026-03-22T19:38:48.074+00:00,2026-03-22T19:42:59.705732+00:00,4,20.0,55.0,19.0,75.0,25.0,92.0,100.0,67.0,sales_ops,0.875,0.3333333333333333,6.130362151144079e-05,0.6666666666666666,0.3333333333333333,0.020057704304533,0.25,0.6166666666666667,0.625
c7da3d85-733e-494d-a923-883989657a16,developer,True,2026-03-22T12:56:18.641+00:00,2026-03-22T12:57:43.951642+00:00,4,90.0,30.0,56.0,75.0,25.0,58.0,75.0,33.0,developer,0.625,0.7083333333333333,0.0002138808683563,0.8666666666666667,0.2222222222222222,0.0548872262528682,0.5,0.4666666666666666,0.475
b3ef7b61-cfbd-4896-a2da-6a1bb9f69042,sales_ops,True,2026-03-19T12:15:16.701+00:00,2026-03-19T12:18:49.743621+00:00,3,55.0,55.0,50.0,75.0,44.0,75.0,83.0,75.0,sales_ops,0.5,0.7083333333333333,0.0001176366791165,0.8,0.3111111111111111,0.0197417902356594,0.1166666666666666,0.7999999999999999,0.7166666666666667
3342333d-31f4-4e78-a59a-9ac7cc3dc7a5,receptionist,True,2026-03-23T20:15:10.409+00:00,2026-03-23T20:16:30.793309+00:00,3,70.0,65.0,50.0,50.0,50.0,83.0,67.0,83.0,developer,0.375,0.5,0.0001617893906607,0.6,0.4888888888888889,0.0130152540872535,0.1166666666666666,0.7999999999999999,0.7166666666666667
ac4823d4-88e3-4edf-b3b3-41052ce3da5f,receptionist,True,2026-03-19T12:46:51.595+00:00,2026-03-19T12:48:50.062884+00:00,3,70.0,70.0,25.0,81.0,19.0,100.0,83.0,100.0,developer,0.375,0.55,0.0001591216485002,0.8666666666666667,0.1111111111111111,0.1420147320224587,0.1833333333333333,0.5833333333333334,0.7083333333333334
5c4d041d-21b6-4856-b3de-149f889c233e,receptionist,True,2026-03-23T21:19:48.545+00:00,2026-03-23T21:21:38.319529+00:00,4,60.0,75.0,63.0,44.0,50.0,67.0,75.0,75.0,receptionist,0.25,0.7,0.0001708890502841,0.4666666666666667,0.5111111111111111,0.0167915827280009,0.1999999999999999,0.7166666666666667,0.6416666666666667
3724106d-c278-445d-a552-85b801043977,sales_ops,True,2026-03-22T13:07:09.702+00:00,2026-03-22T13:09:22.886581+00:00,3,10.0,80.0,81.0,19.0,75.0,33.0,42.0,100.0,receptionist,0.75,0.9,0.0001052368486825,0.4666666666666667,0.1999999999999999,0.0118425046816624,0.45,0.2166666666666666,0.5916666666666667
8c35a76c-2545-4794-82e1-958d44734e08,receptionist,True,2026-03-19T15:36:24.837+00:00,2026-03-19T15:39:39.290061+00:00,5,60.0,60.0,38.0,50.0,44.0,67.0,58.0,67.0,developer,0.25,0.4166666666666666,0.0024261002225477,0.1333333333333333,0.5777777777777777,0.0105037773285833,0.5000000000000001,0.2499999999999999,0.3583333333333333
7b670719-c778-4181-8096-379c0dc8d149,receptionist,True,2026-03-23T10:51:17.209+00:00,2026-03-23T14:18:44.657573+00:00,3,65.0,50.0,50.0,75.0,38.0,75.0,75.0,92.0,sales_ops,0.875,1.0,0.0002282258294582,0.6,0.3111111111111111,0.0171159154168411,0.1999999999999999,0.5833333333333334,0.7333333333333334
c12fc0b8-9ef2-4fb5-ab9f-b87bacc66536,receptionist,True,2026-03-22T13:08:42.731+00:00,2026-03-22T13:10:09.177111+00:00,5,25.0,80.0,88.0,56.0,75.0,33.0,75.0,92.0,receptionist,0.625,0.5416666666666666,0.0002205740439493,0.7333333333333333,0.2444444444444444,0.0151905807443285,0.2166666666666667,0.3833333333333333,0.6666666666666666
9af6710d-b654-4e51-9452-9a38aa50521a,developer,True,2026-03-19T19:02:11.796+00:00,2026-03-19T19:04:39.83891+00:00,4,60.0,75.0,63.0,50.0,44.0,92.0,92.0,83.0,receptionist,0.375,0.55,0.0001088361335963,0.8,0.3111111111111111,0.0168078967695221,0.1166666666666666,0.7999999999999999,0.7166666666666667
564dc85b-179b-439b-ac30-cf84dc5bc6d3,developer,True,2026-03-22T19:50:56.466+00:00,2026-03-22T19:54:44.234764+00:00,3,70.0,60.0,63.0,50.0,56.0,50.0,67.0,58.0,developer,0.375,0.2916666666666666,0.0001045696957021,0.8666666666666667,0.1333333333333333,0.070417526331465,0.1999999999999999,0.5833333333333334,0.7333333333333334
31458e85-6856-45b8-adb8-e5d604e836f1,sales_ops,True,2026-03-23T20:02:12.199+00:00,2026-03-23T20:03:56.602977+00:00,4,60.0,60.0,50.0,50.0,50.0,75.0,75.0,75.0,developer,0.625,0.4166666666666666,0.0017444395987788,0.2666666666666666,0.5555555555555556,0.0097839159987084,0.3833333333333333,0.45,0.45
211d4ea0-9d00-4bcf-a5ec-2ce05efcfc22,sales_ops,True,2026-03-22T20:02:12.403+00:00,2026-03-22T20:04:41.18461+00:00,4,60.0,70.0,56.0,50.0,50.0,83.0,83.0,83.0,receptionist,0.25,0.55,8.988461063110232e-05,1.0,0.0666666666666666,0.0081577633527808,0.2166666666666666,0.7166666666666667,0.6416666666666667
42186cab-d03f-45fa-a253-d3f21dac0d28,receptionist,True,2026-03-22T13:21:18.227+00:00,2026-03-22T13:23:35.272774+00:00,4,40.0,80.0,38.0,56.0,38.0,33.0,33.0,100.0,receptionist,0.625,0.7083333333333333,0.0002492600093472,0.8,0.1555555555555555,0.1806497498742707,0.3666666666666667,0.2833333333333334,0.5916666666666667
87dacf52-8849-4a79-92c9-6e0812e935cb,developer,True,2026-03-20T12:07:13.822+00:00,2026-03-20T12:09:55.847337+00:00,4,50.0,70.0,25.0,56.0,38.0,67.0,67.0,50.0,sales_ops,0.875,0.8333333333333333,0.0001996854953448,0.5333333333333333,0.3333333333333333,0.0526778089644267,0.3166666666666667,0.6333333333333333,0.5499999999999999
00e39e14-5150-4161-a4a9-f59879ec522e,developer,True,2026-03-23T15:13:53.804+00:00,2026-03-23T15:16:01.146415+00:00,1,55.0,60.0,50.0,44.0,50.0,75.0,92.0,75.0,sales_ops,0.5,0.6666666666666666,0.0001962007578141,0.7333333333333333,0.4222222222222223,0.0646726186385955,0.2166666666666666,0.7166666666666667,0.6583333333333333
60a16c37-631f-4e83-afb8-93c0661963a9,developer,True,2026-03-24T16:41:19.881+00:00,2026-03-24T16:43:04.201+00:00,3,60.0,60.0,50.0,50.0,50.0,83.0,75.0,83.0,developer,0.25,0.25,0.0005719187875321,1.0,0.0444444444444444,0.1054264982287122,0.2666666666666667,0.3833333333333334,0.5916666666666667
0b05a5f9-6ad0-4b71-abc3-6b268bf8037a,receptionist,True,2026-03-22T13:26:49.97+00:00,2026-03-22T13:29:28.423042+00:00,1,80.0,75.0,19.0,44.0,56.0,75.0,100.0,92.0,developer,0.625,0.65,7.327752028871344e-05,0.4,0.4444444444444444,0.0112338716615838,0.2833333333333333,0.6166666666666667,0.6083333333333333
9d91e907-1818-4b7f-8a1c-4f4942778f0e,receptionist,True,2026-03-22T21:24:18.292+00:00,2026-03-22T21:26:14.343198+00:00,3,45.0,65.0,50.0,63.0,44.0,92.0,83.0,83.0,sales_ops,0.5,0.5833333333333333,4.013585988571314e-05,0.3333333333333333,0.6,0.0181409532066119,0.1166666666666666,0.7999999999999999,0.7166666666666667
09e734e4-0617-486e-ae2e-e2b3eee8fe00,receptionist,True,2026-03-23T20:25:26.469+00:00,2026-03-23T20:28:05.301479+00:00,5,65.0,55.0,50.0,50.0,44.0,50.0,50.0,67.0,developer,0.375,0.8333333333333333,0.0008915635796277,0.6,0.6,0.0125399826328694,0.3666666666666667,0.5333333333333333,0.5333333333333333
fcc4e58f-a519-4ca8-97d0-fb939202cdab,receptionist,True,2026-03-23T20:07:19.727+00:00,2026-03-23T20:09:23.510234+00:00,4,50.0,55.0,50.0,50.0,63.0,50.0,50.0,75.0,developer,0.375,0.5833333333333333,0.0001702163875827,1.0,0.1777777777777778,0.0405350990252038,0.1166666666666666,0.7999999999999999,0.7166666666666667
1e362444-928b-4794-9721-4d798d8f1393,developer,True,2026-03-22T13:35:19.386+00:00,2026-03-22T13:39:35.606823+00:00,5,70.0,85.0,88.0,50.0,63.0,83.0,100.0,83.0,receptionist,0.25,0.3,0.0001185167627146,0.8666666666666667,0.0444444444444444,0.0100717265474331,0.1166666666666666,0.7999999999999999,0.7166666666666667
051df7e4-6071-494b-9fa8-07f9b1d8e2a3,sales_ops,True,2026-03-23T15:28:17.8+00:00,2026-03-23T15:29:57.585943+00:00,3,65.0,70.0,50.0,25.0,44.0,75.0,67.0,75.0,developer,0.75,0.75,0.0003168442314547,1.0,0.0888888888888889,0.0606060606060606,0.1166666666666666,0.7999999999999999,0.7166666666666667
8a05d4e9-9f5f-4ac4-a831-a44667f42076,receptionist,True,2026-03-22T21:36:48.026+00:00,2026-03-22T21:38:07.170016+00:00,3,60.0,60.0,50.0,50.0,63.0,75.0,67.0,83.0,developer,0.375,0.1,0.0005476451259583,0.0,0.9555555555555556,0.0133522924627652,0.1166666666666666,0.7999999999999999,0.7166666666666667
165188db-e2a0-4f73-bad3-6af79c664afc,sales_ops,True,2026-03-23T20:35:01.293+00:00,2026-03-23T20:36:27.990598+00:00,5,50.0,55.0,44.0,50.0,50.0,67.0,75.0,67.0,sales_ops,0.25,1.0,0.0019762845849802,0.9333333333333332,0.2222222222222222,0.0100648760524402,0.3666666666666667,0.5333333333333333,0.5333333333333333
3cefa689-1f2a-4c6c-b6d7-e647a12094b2,developer,True,2026-03-23T20:17:33.66+00:00,2026-03-23T20:18:55.423817+00:00,4,75.0,60.0,94.0,63.0,75.0,92.0,92.0,67.0,sales_ops,0.75,1.0,0.0001583468587941,0.8,0.2222222222222222,0.0547951249139105,0.15,0.6000000000000001,0.7000000000000001
60f0ee69-967e-411d-972e-6bee0440d37d,receptionist,True,2026-03-23T15:34:09.911+00:00,2026-03-23T15:35:38.570345+00:00,3,50.0,50.0,56.0,50.0,31.0,58.0,83.0,75.0,receptionist,0.875,0.75,0.0002452257609661,0.9333333333333332,0.2444444444444444,0.0113816661033621,0.1166666666666666,0.7999999999999999,0.7166666666666667
75105e89-fd9c-4d6e-9820-72806170072f,sales_ops,True,2026-03-23T20:09:04.048+00:00,2026-03-23T20:10:52.235279+00:00,5,50.0,40.0,44.0,44.0,63.0,42.0,50.0,75.0,developer,0.125,0.8333333333333333,0.0003457067542457,0.7333333333333333,0.4222222222222223,0.0096667600605306,0.3833333333333333,0.45,0.45
d1ca8766-534e-4349-ba25-1d104dc96a77,developer,True,2026-03-23T20:15:51.646+00:00,2026-03-23T20:19:40.909391+00:00,4,50.0,45.0,50.0,50.0,31.0,25.0,50.0,83.0,receptionist,0.75,0.8,6.524008350730688e-05,0.6666666666666666,0.3777777777777777,0.0428634266231853,0.1166666666666666,0.7999999999999999,0.7166666666666667
aca2d12a-82ca-42fa-aabe-6d0fd097c383,developer,True,2026-03-24T20:54:02.037+00:00,2026-03-24T20:55:42.03085+00:00,5,95.0,25.0,69.0,69.0,75.0,83.0,58.0,8.0,developer,0.5,0.8333333333333333,0.0002274665908444,0.4666666666666667,0.5777777777777777,0.0277149425225653,0.1166666666666666,0.7999999999999999,0.7166666666666667
