id,session_id,profile_id,game_id,game_version,n_events,n_errors,n_hints,completion_seconds,features,skill_scores,quality_flags,created_at,updated_at
f0bea69f-480f-4007-a22e-aa099070f8a9,e02e43d6-8dda-405d-a6eb-a4a45aede329,3c50cad0-42f0-4118-b406-28e65e0caf2d,triage,v1,26,2,0,38,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 0.9743147528693494, 'switch_after_win_rate': 0.8333333333333334, 'decision_latency_sd_ms': 2693.9155252425526, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 4274.5}",{'planning_prioritization': 0.6226280985714171},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-14T16:43:13.468036+00:00,2026-03-14T16:43:13.44+00:00
a67e6989-d7e1-416a-b4bc-601468fe9b8f,b41a9226-380d-44fc-ad0b-4c4e25f91a3c,10a6e06d-839c-46e1-bcf2-fc948adff31d,gonogo,v1,62,44,0,80,"{'rt_trend': None, 'miss_rate': 0.9777777777777777, 'mean_rt_go': 283, 'final_score': 66, 'go_accuracy': 0.022222222222222223, 'data_quality': 'warn', 'fatigue_drop': 0.043478260869565216, 'nogo_accuracy': 1, 'rt_variability': None, 'false_alarm_rate': 0, 'post_error_slowing': None, 'inhibition_index_01': 1, 'impulsivity_index_01': 0}",{'self_control_inhibition': 1},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 1}",2026-03-12T14:17:11.582749+00:00,2026-03-12T14:17:11.547+00:00
045ec0fc-8064-420f-accb-b32c0eff474e,598c7965-c06b-43b5-9e88-ced1fb71015c,10a6e06d-839c-46e1-bcf2-fc948adff31d,negotiation,v1,26,0,0,105,"{'oi_01': 0.7083333333333334, 'oi_sum': 2.5, 'sdi_01': 0.6166666666666667, 'sri_01': 0.25, 'sdi_sum': 3.7, 'sri_sum': 1.5, 'rt_sd_ms': 2057.7726226837276, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 6940.833333333333, 'final_score': 68, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.25, 'strategic_depth_01': 0.6166666666666667, 'negotiation_skill_01': 0.6754166666666667, 'cooperative_orientation_01': 0.7083333333333334}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-12T14:19:06.25297+00:00,2026-03-12T14:19:06.222+00:00
0d60c5dc-2d2e-4766-be5f-44d18f483e53,071cab21-465b-4c52-a17c-95ec59ab83ff,d7479702-1f11-424a-83c8-fb66e5db1097,triage,v1,26,4,0,34,"{'accuracy': 0.5, 'score_total': 4, 'turns_total': 8, 'strategy_entropy': 1.0821955300387673, 'switch_after_win_rate': 0.6666666666666666, 'decision_latency_sd_ms': 2223.816310341944, 'switch_after_loss_rate': 0.75, 'decision_latency_mean_ms': 3950.125}",{'planning_prioritization': 0.4029886355356984},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-12T14:57:04.970529+00:00,2026-03-12T14:57:04.945+00:00
983fc8c6-bda7-4b7c-afdc-647dfccffee5,6515dbf7-d442-44b7-a1e9-ec15deb1c6b6,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,triage,v1,26,4,0,45,"{'accuracy': 0.5, 'score_total': 4, 'turns_total': 8, 'strategy_entropy': 1.0397207708399179, 'switch_after_win_rate': 0.6666666666666666, 'decision_latency_sd_ms': 1925.1451104861087, 'switch_after_loss_rate': 0.5, 'decision_latency_mean_ms': 4912.625}",{'planning_prioritization': 0.4107210739285628},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-12T16:34:12.856405+00:00,2026-03-12T16:34:12.83+00:00
f1c53f5f-6051-405f-b523-b519c48d4f56,424ec20d-f106-45ab-abae-25dac1644297,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,gonogo,v1,62,33,0,79,"{'rt_trend': 0.6734562972077865, 'miss_rate': 0.4222222222222222, 'mean_rt_go': 192.46153846153845, 'final_score': 30, 'go_accuracy': 0.5777777777777777, 'data_quality': 'ok', 'fatigue_drop': 0.11462450592885376, 'nogo_accuracy': 0.06666666666666667, 'rt_variability': 94.08091443825609, 'false_alarm_rate': 0.9333333333333333, 'post_error_slowing': 70.1090909090909, 'inhibition_index_01': 0.06666666666666667, 'impulsivity_index_01': 0.9333333333333333}",{'self_control_inhibition': 0.06666666666666667},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 26}",2026-03-12T16:35:58.685291+00:00,2026-03-12T16:35:58.65+00:00
6db8906d-43a0-4b4e-a68f-86d87807dbda,de2b9808-5b12-4cda-98f1-3830ca87300a,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,gonogo,v1,62,47,0,89,"{'rt_trend': None, 'miss_rate': 0.9777777777777777, 'mean_rt_go': 109, 'final_score': 55, 'go_accuracy': 0.022222222222222223, 'data_quality': 'warn', 'fatigue_drop': -0.041666666666666664, 'nogo_accuracy': 0.8, 'rt_variability': None, 'false_alarm_rate': 0.2, 'post_error_slowing': None, 'inhibition_index_01': 0.8, 'impulsivity_index_01': 0.2}",{'self_control_inhibition': 0.8},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 1}",2026-03-12T16:37:41.229258+00:00,2026-03-12T16:37:41.203+00:00
3e8491f1-0198-4ada-bc0a-660d11742e69,b037b465-579d-4aaf-b784-7547462cd203,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,negotiation,v1,26,0,0,896,"{'oi_01': 0.625, 'oi_sum': 1.5000000000000002, 'sdi_01': 0.7166666666666667, 'sri_01': 0.23333333333333336, 'sdi_sum': 4.3, 'sri_sum': 1.4000000000000001, 'rt_sd_ms': 49647.551230649835, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 66735, 'final_score': 69, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.23333333333333336, 'strategic_depth_01': 0.7166666666666667, 'negotiation_skill_01': 0.6945833333333333, 'cooperative_orientation_01': 0.625}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-12T16:56:03.372173+00:00,2026-03-12T16:56:03.338+00:00
21d24316-6323-49dc-b0ae-821ef11ba052,b5f8f7f8-8568-45bc-8eee-04fe31e39e5a,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,triage,v1,26,7,0,80,"{'accuracy': 0.125, 'score_total': 1, 'turns_total': 8, 'strategy_entropy': 1.0821955300387671, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 5803.75139149548, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 9447.25}",{'planning_prioritization': 0.10298863553569844},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T13:05:00.213878+00:00,2026-03-13T13:05:00.181+00:00
a59a1cf9-5c6b-4f98-a238-94dbbf399364,d7c928fe-3e9b-44b2-831b-069d05f06704,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,gonogo,v1,62,27,0,79,"{'rt_trend': 0.2982518771016629, 'miss_rate': 0.4888888888888889, 'mean_rt_go': 274.0869565217391, 'final_score': 64, 'go_accuracy': 0.5111111111111111, 'data_quality': 'ok', 'fatigue_drop': 0.07000000000000006, 'nogo_accuracy': 0.6666666666666666, 'rt_variability': 25.757457955244835, 'false_alarm_rate': 0.3333333333333333, 'post_error_slowing': -13.741666666666674, 'inhibition_index_01': 0.6666666666666666, 'impulsivity_index_01': 0.3333333333333333}",{'self_control_inhibition': 0.6666666666666666},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 23}",2026-03-13T13:07:05.164051+00:00,2026-03-13T13:07:05.139+00:00
8f2944b7-846f-4438-9748-ff7f5314b876,2026831f-0735-453f-bb76-2b0d93c2f3c4,bf56dfd7-83dc-4604-b320-04a33ad10b06,triage,v1,26,2,0,61,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 1.0821955300387673, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 3095.863043182443, 'switch_after_loss_rate': 0, 'decision_latency_mean_ms': 7228.625}",{'planning_prioritization': 0.6029886355356985},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T13:10:50.483729+00:00,2026-03-13T13:10:50.453+00:00
b8f5c350-3cae-4795-aaa4-71692748b44c,2c327abe-f101-4fa8-aa66-c19509b2ea74,e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,triage,v1,26,2,0,94,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 1.0821955300387671, 'switch_after_win_rate': 0.6666666666666666, 'decision_latency_sd_ms': 6362.962944145709, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 11376.5}",{'planning_prioritization': 0.6029886355356985},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-16T16:21:55.807156+00:00,2026-03-16T16:21:55.771+00:00
dad9aa65-7d0f-4f1e-bc34-630f1a41e8e6,591068f5-9b67-45d2-8a59-1179b375abec,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,negotiation,v1,26,0,0,247,"{'oi_01': 0.7083333333333334, 'oi_sum': 2.4999999999999996, 'sdi_01': 0.6000000000000001, 'sri_01': 0.21666666666666667, 'sdi_sum': 3.6000000000000005, 'sri_sum': 1.3, 'rt_sd_ms': 8953.759599557421, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 22780.833333333332, 'final_score': 67, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.21666666666666667, 'strategic_depth_01': 0.6000000000000001, 'negotiation_skill_01': 0.6745833333333335, 'cooperative_orientation_01': 0.7083333333333334}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-13T13:12:28.729388+00:00,2026-03-13T13:12:28.706+00:00
d1b68530-e898-47a8-9f61-4130653bc9e4,efa739d0-ac63-4e58-b5f0-6fb6e6c094ce,bf56dfd7-83dc-4604-b320-04a33ad10b06,gonogo,v1,62,34,0,242,"{'rt_trend': 0.5694606348637016, 'miss_rate': 0.6666666666666666, 'mean_rt_go': 249, 'final_score': 59, 'go_accuracy': 0.3333333333333333, 'data_quality': 'ok', 'fatigue_drop': -0.059288537549407105, 'nogo_accuracy': 0.7333333333333333, 'rt_variability': 66.9274660680181, 'false_alarm_rate': 0.26666666666666666, 'post_error_slowing': -27.5, 'inhibition_index_01': 0.7333333333333333, 'impulsivity_index_01': 0.26666666666666666}",{'self_control_inhibition': 0.7333333333333333},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 15}",2026-03-13T13:15:15.35299+00:00,2026-03-13T13:15:15.328+00:00
c7f2af68-8e30-4411-ae39-8544658526d2,92755e9e-ffd8-4a25-9005-59745f4a6721,bf56dfd7-83dc-4604-b320-04a33ad10b06,negotiation,v1,26,0,0,176,"{'oi_01': 0.7166666666666667, 'oi_sum': 2.5999999999999996, 'sdi_01': 0.7999999999999999, 'sri_01': 0.11666666666666665, 'sdi_sum': 4.8, 'sri_sum': 0.7, 'rt_sd_ms': 3295.310223130239, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 17919.666666666668, 'final_score': 79, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.11666666666666665, 'strategic_depth_01': 0.7999999999999999, 'negotiation_skill_01': 0.7875, 'cooperative_orientation_01': 0.7166666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-13T13:18:18.645325+00:00,2026-03-13T13:18:18.611+00:00
410ed27e-d59a-42a8-a356-aae801a39ecb,9378377c-265f-48e7-9deb-0725b14bc90f,81b86abc-d94a-48ef-9f0d-86364117876b,triage,v1,26,5,0,43,"{'accuracy': 0.375, 'score_total': 3, 'turns_total': 8, 'strategy_entropy': 0.6931471805599453, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 1799.5265597611262, 'switch_after_loss_rate': 0.5, 'decision_latency_mean_ms': 4903.875}",{'planning_prioritization': 0.37381404928570855},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T13:18:33.217174+00:00,2026-03-13T13:18:33.19+00:00
4130c51e-6ee1-461d-b054-5f95d13ce727,cbb5409f-c19d-4d99-a273-80db8a3e86ad,81b86abc-d94a-48ef-9f0d-86364117876b,gonogo,v1,62,40,0,83,"{'rt_trend': 3.666666666666667, 'miss_rate': 0.8444444444444444, 'mean_rt_go': 239.85714285714286, 'final_score': 61, 'go_accuracy': 0.15555555555555556, 'data_quality': 'warn', 'fatigue_drop': -0.15476190476190477, 'nogo_accuracy': 0.8666666666666667, 'rt_variability': 64.48883255114426, 'false_alarm_rate': 0.13333333333333333, 'post_error_slowing': -40.5, 'inhibition_index_01': 0.8666666666666667, 'impulsivity_index_01': 0.13333333333333333}",{'self_control_inhibition': 0.8666666666666667},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'warn', 'rt_valid_go_n': 7}",2026-03-13T13:20:06.30152+00:00,2026-03-13T13:20:06.279+00:00
f52d4406-2e74-404f-a2e7-a2e1dc145d28,b8eea930-f7f7-4bdc-a2b9-b7860fb12efd,81b86abc-d94a-48ef-9f0d-86364117876b,negotiation,v1,26,0,0,186,"{'oi_01': 0.4916666666666667, 'oi_sum': -0.09999999999999992, 'sdi_01': 0.5499999999999999, 'sri_01': 0.41666666666666674, 'sdi_sum': 3.3, 'sri_sum': 2.5000000000000004, 'rt_sd_ms': 9612.986480104228, 'n_actions': 12, 'n_invalid': 0, 'n_missing': 0, 'mean_rt_ms': 19375.666666666668, 'final_score': 54, 'data_quality': 'ok', 'n_turns_expected': 6}","{'social_risk_01': 0.41666666666666674, 'strategic_depth_01': 0.5499999999999999, 'negotiation_skill_01': 0.53625, 'cooperative_orientation_01': 0.4916666666666667}","{'low_data': False, 'n_events': 26, 'n_actions': 12, 'n_expected': 6, 'rt_valid_n': 6, 'has_run_end': True, 'data_quality': 'ok', 'invalid_actions': 0, 'missing_actions': 0}",2026-03-13T13:24:06.017231+00:00,2026-03-13T13:24:05.984+00:00
0882d5d9-19f9-4735-a785-dede41bc26bc,08ffbeec-7894-4d38-b70e-a173984ad7c7,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,triage,v1,26,2,0,62,"{'accuracy': 0.75, 'score_total': 6, 'turns_total': 8, 'strategy_entropy': 0.9002560512685369, 'switch_after_win_rate': 0.6666666666666666, 'decision_latency_sd_ms': 2826.4769464072106, 'switch_after_loss_rate': 1, 'decision_latency_mean_ms': 7120.25}",{'planning_prioritization': 0.6361103256254393},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T14:24:32.848881+00:00,2026-03-13T14:24:32.813+00:00
27e4dcb5-be13-496c-8233-c762bea9f40a,919c44b4-9782-4a4b-8823-562dee176147,8812d715-2437-452f-9f08-89a9b7de6222,triage,v1,26,5,0,50,"{'accuracy': 0.375, 'score_total': 3, 'turns_total': 8, 'strategy_entropy': 0.9743147528693494, 'switch_after_win_rate': 1, 'decision_latency_sd_ms': 5671.158907766812, 'switch_after_loss_rate': 0.4, 'decision_latency_mean_ms': 5882.75}",{'planning_prioritization': 0.32262809857141705},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T14:47:54.098643+00:00,2026-03-13T14:47:54.059+00:00
34e53da8-8bdf-4d2f-b257-a49c3e0dd27e,9d56b63c-7937-44b3-add1-8663ee251916,09612f6d-c842-45f6-bac5-f6f5c117131c,triage,v1,26,6,0,48,"{'accuracy': 0.25, 'score_total': 2, 'turns_total': 8, 'strategy_entropy': 1.0821955300387673, 'switch_after_win_rate': 0.5, 'decision_latency_sd_ms': 2518.13457032894, 'switch_after_loss_rate': 0.8, 'decision_latency_mean_ms': 5701.5}",{'planning_prioritization': 0.2029886355356984},"{'low_data': False, 'n_events': 26, 'n_actions': 8, 'rt_valid_n': 8, 'has_run_end': True}",2026-03-13T14:53:14.853985+00:00,2026-03-13T14:53:14.794+00:00
33aa7298-213a-42a2-9966-9c43673e0055,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,gonogo,v1,62,23,0,76,"{'rt_trend': -1.6234091551856487, 'miss_rate': 0.2222222222222222, 'mean_rt_go': 199.54285714285714, 'final_score': 42, 'go_accuracy': 0.7777777777777778, 'data_quality': 'ok', 'fatigue_drop': 0.27667984189723316, 'nogo_accuracy': 0.13333333333333333, 'rt_variability': 71.79642087472166, 'false_alarm_rate': 0.8666666666666667, 'post_error_slowing': 33.38095238095238, 'inhibition_index_01': 0.13333333333333333, 'impulsivity_index_01': 0.8666666666666667}",{'self_control_inhibition': 0.13333333333333333},"{'n_go': 45, 'n_nogo': 15, 'low_data': False, 'n_events': 62, 'n_actions': 60, 'has_run_end': True, 'data_quality': 'ok', 'rt_valid_go_n': 35}",2026-03-13T14:53:44.558082+00:00,2026-03-13T14:53:44.528+00:00
