id,profile_id,game_id,game_version,role_context,status,started_at,ended_at,total_seconds,device,metadata,created_at,updated_at
cac2c0d2-13cf-41ce-8825-4fed4b5b6545,867d1f34-4148-42e9-865b-15889571ad89,negotiation,v1,sales_ops,completed,2026-03-12T13:39:45.316+00:00,2026-03-12T13:43:13.378+00:00,208.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-12T13:39:45.658913+00:00,2026-03-12T13:43:13.501765+00:00
50baa54e-8f30-460d-ac58-866dd6016697,10a6e06d-839c-46e1-bcf2-fc948adff31d,triage,v1,developer,completed,2026-03-12T14:14:36.821+00:00,2026-03-12T14:15:41.506+00:00,65.0,,"{'n_items': 8, 'role_variant': 'developer'}",2026-03-12T14:14:36.931928+00:00,2026-03-12T14:15:41.57755+00:00
b41a9226-380d-44fc-ad0b-4c4e25f91a3c,10a6e06d-839c-46e1-bcf2-fc948adff31d,gonogo,v1,sales_ops,completed,2026-03-12T14:15:51.398+00:00,2026-03-12T14:17:11.547+00:00,80.0,,,2026-03-12T14:15:51.471594+00:00,2026-03-12T14:17:11.662438+00:00
598c7965-c06b-43b5-9e88-ced1fb71015c,10a6e06d-839c-46e1-bcf2-fc948adff31d,negotiation,v1,sales_ops,completed,2026-03-12T14:17:20.778+00:00,2026-03-12T14:19:06.222+00:00,105.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-12T14:17:20.867727+00:00,2026-03-12T14:19:06.292053+00:00
071cab21-465b-4c52-a17c-95ec59ab83ff,d7479702-1f11-424a-83c8-fb66e5db1097,triage,v1,sales_ops,completed,2026-03-12T14:56:30.527+00:00,2026-03-12T14:57:04.945+00:00,34.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-12T14:56:30.652557+00:00,2026-03-12T14:57:05.017276+00:00
53d67055-9e2e-4b08-8a80-d384c87d2ca1,d7479702-1f11-424a-83c8-fb66e5db1097,gonogo,v1,sales_ops,started,2026-03-12T14:57:13.221+00:00,,,,,2026-03-12T14:57:13.300328+00:00,2026-03-12T14:57:13.300328+00:00
a72426da-486e-441c-9065-8a958ce60770,d7479702-1f11-424a-83c8-fb66e5db1097,gonogo,v1,sales_ops,started,2026-03-12T14:57:48.284+00:00,,,,,2026-03-12T14:57:48.354665+00:00,2026-03-12T14:57:48.354665+00:00
6515dbf7-d442-44b7-a1e9-ec15deb1c6b6,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,triage,v1,developer,completed,2026-03-12T16:33:27.904+00:00,2026-03-12T16:34:12.83+00:00,45.0,,"{'n_items': 8, 'role_variant': 'developer'}",2026-03-12T16:33:28.325827+00:00,2026-03-12T16:34:12.924408+00:00
424ec20d-f106-45ab-abae-25dac1644297,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,gonogo,v1,sales_ops,completed,2026-03-12T16:34:39.559+00:00,2026-03-12T16:35:58.65+00:00,79.0,,,2026-03-12T16:34:39.831946+00:00,2026-03-12T16:35:58.744161+00:00
de2b9808-5b12-4cda-98f1-3830ca87300a,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,gonogo,v1,sales_ops,completed,2026-03-12T16:36:11.772+00:00,2026-03-12T16:37:41.203+00:00,89.0,,,2026-03-12T16:36:12.065441+00:00,2026-03-12T16:37:41.268351+00:00
b037b465-579d-4aaf-b784-7547462cd203,1f9327a4-93a4-48d3-9e43-0aa6f57306b0,negotiation,v1,sales_ops,completed,2026-03-12T16:41:06.94+00:00,2026-03-12T16:56:03.338+00:00,896.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-12T16:41:07.700848+00:00,2026-03-12T16:56:03.445917+00:00
1a737668-5261-4702-a832-6a38c7b57887,d87cecce-e8cd-4a21-afeb-e6f544cfa6bf,triage,v1,sales_ops,started,2026-03-13T12:36:24.555+00:00,,,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T12:36:24.931146+00:00,2026-03-13T12:36:24.931146+00:00
b5f8f7f8-8568-45bc-8eee-04fe31e39e5a,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,triage,v1,sales_ops,completed,2026-03-13T13:03:39.851+00:00,2026-03-13T13:05:00.181+00:00,80.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T13:03:40.072636+00:00,2026-03-13T13:05:00.268235+00:00
85db84a1-4fef-4e3f-8eed-207bbb32e5e7,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,gonogo,v1,sales_ops,started,2026-03-13T13:05:08.391+00:00,,,,,2026-03-13T13:05:08.50689+00:00,2026-03-13T13:05:08.50689+00:00
d7c928fe-3e9b-44b2-831b-069d05f06704,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,gonogo,v1,sales_ops,completed,2026-03-13T13:05:46.428+00:00,2026-03-13T13:07:05.139+00:00,79.0,,,2026-03-13T13:05:46.557345+00:00,2026-03-13T13:07:05.201905+00:00
2026831f-0735-453f-bb76-2b0d93c2f3c4,bf56dfd7-83dc-4604-b320-04a33ad10b06,triage,v1,sales_ops,completed,2026-03-13T13:09:49.389+00:00,2026-03-13T13:10:50.453+00:00,61.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T13:09:49.658149+00:00,2026-03-13T13:10:50.523838+00:00
403cca94-994b-4376-9a4b-9fb89f3d8f18,bf56dfd7-83dc-4604-b320-04a33ad10b06,gonogo,v1,sales_ops,started,2026-03-13T13:10:58.417+00:00,,,,,2026-03-13T13:10:58.549845+00:00,2026-03-13T13:10:58.549845+00:00
591068f5-9b67-45d2-8a59-1179b375abec,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,negotiation,v1,sales_ops,completed,2026-03-13T13:08:21.967+00:00,2026-03-13T13:12:28.706+00:00,247.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T13:08:22.100225+00:00,2026-03-13T13:12:28.793534+00:00
efa739d0-ac63-4e58-b5f0-6fb6e6c094ce,bf56dfd7-83dc-4604-b320-04a33ad10b06,gonogo,v1,sales_ops,completed,2026-03-13T13:11:13.083+00:00,2026-03-13T13:15:15.328+00:00,242.0,,,2026-03-13T13:11:13.213312+00:00,2026-03-13T13:15:15.388691+00:00
92755e9e-ffd8-4a25-9005-59745f4a6721,bf56dfd7-83dc-4604-b320-04a33ad10b06,negotiation,v1,sales_ops,completed,2026-03-13T13:15:22.275+00:00,2026-03-13T13:18:18.611+00:00,176.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T13:15:22.406883+00:00,2026-03-13T13:18:18.689029+00:00
9378377c-265f-48e7-9deb-0725b14bc90f,81b86abc-d94a-48ef-9f0d-86364117876b,triage,v1,sales_ops,completed,2026-03-13T13:17:49.887+00:00,2026-03-13T13:18:33.19+00:00,43.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T13:17:50.875845+00:00,2026-03-13T13:18:33.25189+00:00
cbb5409f-c19d-4d99-a273-80db8a3e86ad,81b86abc-d94a-48ef-9f0d-86364117876b,gonogo,v1,sales_ops,completed,2026-03-13T13:18:42.78+00:00,2026-03-13T13:20:06.279+00:00,83.0,,,2026-03-13T13:18:43.692156+00:00,2026-03-13T13:20:06.337322+00:00
b8eea930-f7f7-4bdc-a2b9-b7860fb12efd,81b86abc-d94a-48ef-9f0d-86364117876b,negotiation,v1,sales_ops,completed,2026-03-13T13:21:00.288+00:00,2026-03-13T13:24:05.984+00:00,186.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T13:21:01.225448+00:00,2026-03-13T13:24:06.089341+00:00
08ffbeec-7894-4d38-b70e-a173984ad7c7,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,triage,v1,sales_ops,completed,2026-03-13T14:23:30.716+00:00,2026-03-13T14:24:32.813+00:00,62.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:23:31.194129+00:00,2026-03-13T14:24:32.934048+00:00
a1388103-8acc-4c21-ac3c-dd6be75b4cdc,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,triage,v1,sales_ops,started,2026-03-13T14:24:41.433+00:00,,,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:24:41.825322+00:00,2026-03-13T14:24:41.825322+00:00
22edac53-d0aa-44b1-855c-963508349d82,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,gonogo,v1,sales_ops,started,2026-03-13T14:25:03.864+00:00,,,,,2026-03-13T14:25:04.241168+00:00,2026-03-13T14:25:04.241168+00:00
d405838e-9e20-4735-9369-d9daa18732f3,8812d715-2437-452f-9f08-89a9b7de6222,triage,v1,sales_ops,started,2026-03-13T14:46:36.881+00:00,,,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:46:37.041996+00:00,2026-03-13T14:46:37.041996+00:00
fdc58428-03b2-444a-a689-bf02933fe234,8812d715-2437-452f-9f08-89a9b7de6222,triage,v1,sales_ops,started,2026-03-13T14:46:49.214+00:00,,,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:46:49.291638+00:00,2026-03-13T14:46:49.291638+00:00
919c44b4-9782-4a4b-8823-562dee176147,8812d715-2437-452f-9f08-89a9b7de6222,triage,v1,sales_ops,completed,2026-03-13T14:47:03.667+00:00,2026-03-13T14:47:54.059+00:00,50.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:47:03.750217+00:00,2026-03-13T14:47:54.180803+00:00
7f76e747-f824-42e3-8eea-8490ba78059f,8812d715-2437-452f-9f08-89a9b7de6222,gonogo,v1,sales_ops,started,2026-03-13T14:51:06.7+00:00,,,,,2026-03-13T14:51:06.780135+00:00,2026-03-13T14:51:06.780135+00:00
2b02ea15-8e92-40ed-9535-080d8574340c,8812d715-2437-452f-9f08-89a9b7de6222,gonogo,v1,sales_ops,started,2026-03-13T14:51:28.607+00:00,,,,,2026-03-13T14:51:28.711025+00:00,2026-03-13T14:51:28.711025+00:00
9d56b63c-7937-44b3-add1-8663ee251916,09612f6d-c842-45f6-bac5-f6f5c117131c,triage,v1,sales_ops,completed,2026-03-13T14:52:26.69+00:00,2026-03-13T14:53:14.794+00:00,48.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T14:52:26.803346+00:00,2026-03-13T14:53:14.901603+00:00
1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,gonogo,v1,sales_ops,started,2026-03-13T14:53:22.76+00:00,,,,,2026-03-13T14:53:22.823087+00:00,2026-03-13T14:53:22.823087+00:00
0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,gonogo,v1,sales_ops,completed,2026-03-13T14:52:28.868+00:00,2026-03-13T14:53:44.528+00:00,76.0,,,2026-03-13T14:52:28.961381+00:00,2026-03-13T14:53:44.598219+00:00
82f050b5-52e5-49df-9fa3-b96381720c15,09612f6d-c842-45f6-bac5-f6f5c117131c,gonogo,v1,sales_ops,started,2026-03-13T14:53:49.17+00:00,,,,,2026-03-13T14:53:49.230119+00:00,2026-03-13T14:53:49.230119+00:00
2a676593-dd41-4960-81ae-535d88771569,8812d715-2437-452f-9f08-89a9b7de6222,negotiation,v1,sales_ops,completed,2026-03-13T14:53:52.777+00:00,2026-03-13T14:56:34.272+00:00,161.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T14:53:52.849732+00:00,2026-03-13T14:56:34.352566+00:00
2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,gonogo,v1,sales_ops,completed,2026-03-13T14:54:10.399+00:00,2026-03-13T14:59:46.737+00:00,336.0,,,2026-03-13T14:54:10.467693+00:00,2026-03-13T14:59:46.796801+00:00
f76ac4ef-b198-4c18-83aa-229c28801d0b,09612f6d-c842-45f6-bac5-f6f5c117131c,negotiation,v1,sales_ops,started,2026-03-13T14:59:57.265+00:00,,,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T14:59:57.324328+00:00,2026-03-13T14:59:57.324328+00:00
92c707fe-6418-4912-92ac-b11e64db6357,fd85e477-ddef-4b81-bb94-cbdda9912dd4,triage,v1,sales_ops,completed,2026-03-13T15:05:13.143+00:00,2026-03-13T15:05:40.123+00:00,27.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T15:05:13.34375+00:00,2026-03-13T15:05:40.205127+00:00
02843ed6-0288-4eb1-8ee9-64f538e24de6,fd85e477-ddef-4b81-bb94-cbdda9912dd4,triage,v1,sales_ops,completed,2026-03-13T15:05:48.014+00:00,2026-03-13T15:05:55.344+00:00,7.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T15:05:48.109551+00:00,2026-03-13T15:05:55.428846+00:00
de1609af-06aa-4616-9fd4-43b8b464b7d6,2793726b-3a52-4497-bb98-7ae0368d25e2,gonogo,v1,sales_ops,completed,2026-03-16T16:53:13.306+00:00,2026-03-16T16:54:28.963+00:00,76.0,,,2026-03-16T16:53:13.456984+00:00,2026-03-16T16:54:29.03574+00:00
5e5aa2e0-ef79-4d6a-ad60-5657923086a1,fd85e477-ddef-4b81-bb94-cbdda9912dd4,triage,v1,sales_ops,completed,2026-03-13T15:06:07.339+00:00,2026-03-13T15:06:30.189+00:00,23.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T15:06:07.431337+00:00,2026-03-13T15:06:30.275911+00:00
b7f0101e-a00e-42f4-bf26-067fc6d64580,fd85e477-ddef-4b81-bb94-cbdda9912dd4,gonogo,v1,sales_ops,started,2026-03-13T15:06:36.313+00:00,,,,,2026-03-13T15:06:36.394974+00:00,2026-03-13T15:06:36.394974+00:00
587b2015-4f45-41ce-b6b4-8f24c65431aa,fd85e477-ddef-4b81-bb94-cbdda9912dd4,gonogo,v1,sales_ops,started,2026-03-13T15:06:56.56+00:00,,,,,2026-03-13T15:06:56.651587+00:00,2026-03-13T15:06:56.651587+00:00
607b5a0e-c560-49fd-8773-801d7ee5e79a,09612f6d-c842-45f6-bac5-f6f5c117131c,negotiation,v1,sales_ops,started,2026-03-13T15:07:56.002+00:00,,,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T15:07:56.240064+00:00,2026-03-13T15:07:56.240064+00:00
d161bb0c-175a-4e9b-b083-55f73d86e82e,093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,gonogo,v1,sales_ops,completed,2026-03-17T13:42:56.045+00:00,2026-03-17T13:44:19.984+00:00,84.0,,,2026-03-17T13:42:57.281971+00:00,2026-03-17T13:44:20.114086+00:00
3d09e3c3-bdab-4283-aa36-b1ad7cdc178c,d87cecce-e8cd-4a21-afeb-e6f544cfa6bf,triage,v1,sales_ops,completed,2026-03-13T15:46:13.391+00:00,2026-03-13T15:46:55.219+00:00,42.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T15:46:13.545353+00:00,2026-03-13T15:46:55.298183+00:00
9b38e959-fc0f-47ef-96cb-92cce6e1750a,d87cecce-e8cd-4a21-afeb-e6f544cfa6bf,gonogo,v1,sales_ops,completed,2026-03-13T15:47:01.875+00:00,2026-03-13T15:48:24.752+00:00,83.0,,,2026-03-13T15:47:01.979289+00:00,2026-03-13T15:48:24.852478+00:00
48fc93fe-5925-41e1-aeb6-f2ba32c32774,d87cecce-e8cd-4a21-afeb-e6f544cfa6bf,negotiation,v1,sales_ops,completed,2026-03-13T15:48:35.699+00:00,2026-03-13T15:51:39.438+00:00,184.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T15:48:35.81097+00:00,2026-03-13T15:51:39.535728+00:00
bfd85838-e46e-48bd-9e80-37365ed194b3,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,triage,v1,sales_ops,completed,2026-03-13T16:11:35.211+00:00,2026-03-13T16:14:31.795+00:00,177.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T16:11:35.350846+00:00,2026-03-13T16:14:31.896259+00:00
7f2db3cc-9624-4c6c-87a8-1363162b30c0,b581cb58-728d-4c35-ab17-24e896fc6c5d,triage,v1,receptionist,completed,2026-03-13T18:36:50.221+00:00,2026-03-13T18:38:31.075+00:00,101.0,,"{'n_items': 8, 'role_variant': 'receptionist'}",2026-03-13T18:36:50.35106+00:00,2026-03-13T18:38:31.155317+00:00
dc61f9db-ce0a-45b6-ba05-24ec6bcca77b,b581cb58-728d-4c35-ab17-24e896fc6c5d,gonogo,v1,sales_ops,completed,2026-03-13T18:38:58.214+00:00,2026-03-13T18:40:18.497+00:00,80.0,,,2026-03-13T18:38:58.2756+00:00,2026-03-13T18:40:18.560536+00:00
70244288-d781-43c4-ba40-f57c0efd294f,b581cb58-728d-4c35-ab17-24e896fc6c5d,negotiation,v1,sales_ops,completed,2026-03-13T18:40:31.257+00:00,2026-03-13T18:42:54.988+00:00,144.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T18:40:31.340196+00:00,2026-03-13T18:42:55.049855+00:00
900f4d63-a024-473b-8dde-c695fcb63f31,1b380868-63e3-4e1b-b106-152416e05dbb,triage,v1,sales_ops,completed,2026-03-13T21:27:01.273+00:00,2026-03-13T21:28:19.743+00:00,78.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T21:27:01.469985+00:00,2026-03-13T21:28:19.812684+00:00
037850a9-fb32-484e-be77-ab811f0f576b,1b380868-63e3-4e1b-b106-152416e05dbb,gonogo,v1,sales_ops,started,2026-03-13T21:28:30.682+00:00,,,,,2026-03-13T21:28:30.798477+00:00,2026-03-13T21:28:30.798477+00:00
2bc350dd-5b2d-4c64-8e24-09043a04a920,1b380868-63e3-4e1b-b106-152416e05dbb,gonogo,v1,sales_ops,completed,2026-03-13T21:29:21.79+00:00,2026-03-13T21:30:45.37+00:00,84.0,,,2026-03-13T21:29:21.932676+00:00,2026-03-13T21:30:45.461017+00:00
334e3447-f039-4479-8a6d-5e998196c5df,1b380868-63e3-4e1b-b106-152416e05dbb,negotiation,v1,sales_ops,started,2026-03-13T21:31:06.068+00:00,,,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T21:31:06.224357+00:00,2026-03-13T21:31:06.224357+00:00
b5ade8a9-d7dc-4ee3-95bb-80060bf788a3,1b380868-63e3-4e1b-b106-152416e05dbb,negotiation,v1,sales_ops,completed,2026-03-13T22:29:27.138+00:00,2026-03-13T22:30:08.843+00:00,42.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T22:29:27.506845+00:00,2026-03-13T22:30:08.918988+00:00
761d5703-f6d3-4313-ae6c-158a6d63887f,b701c83a-8878-4490-a5c0-0bf097d5abf6,triage,v1,sales_ops,completed,2026-03-13T23:36:03.628+00:00,2026-03-13T23:37:10.892+00:00,67.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-13T23:36:03.726321+00:00,2026-03-13T23:37:10.97046+00:00
2163b146-8447-46e1-ad5f-a03ca3a4f7d3,b701c83a-8878-4490-a5c0-0bf097d5abf6,gonogo,v1,sales_ops,completed,2026-03-13T23:37:53.881+00:00,2026-03-13T23:39:11.154+00:00,77.0,,,2026-03-13T23:37:53.964109+00:00,2026-03-13T23:39:11.227152+00:00
49a37eea-1c06-4130-8ef6-800f21d39a09,b701c83a-8878-4490-a5c0-0bf097d5abf6,negotiation,v1,sales_ops,completed,2026-03-13T23:39:25.806+00:00,2026-03-13T23:44:18.117+00:00,292.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-13T23:39:25.863325+00:00,2026-03-13T23:44:18.189748+00:00
fabebd54-833d-46b5-978a-66598fd8f48d,1ac56240-ef90-4360-a0d1-585b60886757,triage,v1,sales_ops,completed,2026-03-14T12:05:57.813+00:00,2026-03-14T12:06:38.313+00:00,41.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-14T12:05:57.888413+00:00,2026-03-14T12:06:38.374834+00:00
65f3379f-1c3c-4e9c-a37a-0dea5b5cdde5,1ac56240-ef90-4360-a0d1-585b60886757,gonogo,v1,sales_ops,completed,2026-03-14T12:06:43.809+00:00,2026-03-14T12:08:09.532+00:00,86.0,,,2026-03-14T12:06:43.848628+00:00,2026-03-14T12:08:09.605224+00:00
0d340c65-5515-4db9-a385-049367c041bf,1ac56240-ef90-4360-a0d1-585b60886757,negotiation,v1,sales_ops,completed,2026-03-14T12:08:15.163+00:00,2026-03-14T12:08:33.459+00:00,18.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-14T12:08:15.214399+00:00,2026-03-14T12:08:33.524393+00:00
e02e43d6-8dda-405d-a6eb-a4a45aede329,3c50cad0-42f0-4118-b406-28e65e0caf2d,triage,v1,developer,completed,2026-03-14T16:42:35.882+00:00,2026-03-14T16:43:13.44+00:00,38.0,,"{'n_items': 8, 'role_variant': 'developer'}",2026-03-14T16:42:35.966962+00:00,2026-03-14T16:43:13.510054+00:00
2a102cff-1432-4f3e-8481-9b010e6bb0db,3c50cad0-42f0-4118-b406-28e65e0caf2d,gonogo,v1,sales_ops,completed,2026-03-14T16:43:19.544+00:00,2026-03-14T16:44:40.487+00:00,81.0,,,2026-03-14T16:43:19.571437+00:00,2026-03-14T16:44:40.550655+00:00
d86e6a5d-ab05-428f-a4fb-87bca0fc658b,3c50cad0-42f0-4118-b406-28e65e0caf2d,negotiation,v1,sales_ops,completed,2026-03-14T16:44:47.733+00:00,2026-03-14T16:45:10.268+00:00,23.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-14T16:44:47.749467+00:00,2026-03-14T16:45:10.354063+00:00
0e135d2c-f738-49ce-a3e6-21cc8fd55279,125816e2-8d79-4b3f-a747-521bdfad992d,triage,v1,receptionist,completed,2026-03-15T14:59:27.765+00:00,2026-03-15T15:00:30.528+00:00,63.0,,"{'n_items': 8, 'role_variant': 'receptionist'}",2026-03-15T14:59:28.591188+00:00,2026-03-15T15:00:30.62877+00:00
30bd4a78-9c6a-4b62-a43f-61f4f38d141a,125816e2-8d79-4b3f-a747-521bdfad992d,gonogo,v1,sales_ops,started,2026-03-15T15:00:36.772+00:00,,,,,2026-03-15T15:00:37.478831+00:00,2026-03-15T15:00:37.478831+00:00
bcb7e88f-063a-4328-a588-c55ab98ae7f1,125816e2-8d79-4b3f-a747-521bdfad992d,gonogo,v1,sales_ops,started,2026-03-15T15:00:55.41+00:00,,,,,2026-03-15T15:00:56.162917+00:00,2026-03-15T15:00:56.162917+00:00
54310acd-74e5-4046-b0b7-708ca5434820,125816e2-8d79-4b3f-a747-521bdfad992d,gonogo,v1,sales_ops,completed,2026-03-15T15:01:54.235+00:00,2026-03-15T15:03:33.412+00:00,99.0,,,2026-03-15T15:01:55.126993+00:00,2026-03-15T15:03:33.562987+00:00
1f38d5ac-8eaf-4df5-8ada-a42200380028,125816e2-8d79-4b3f-a747-521bdfad992d,negotiation,v1,sales_ops,completed,2026-03-15T15:03:38.879+00:00,2026-03-15T15:06:48.905+00:00,190.0,,"{'version': 'v1', 'n_scenarios': 12}",2026-03-15T15:03:39.578392+00:00,2026-03-15T15:06:48.991454+00:00
1c593988-d313-4a4d-8ec8-c9939b7d7f92,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,triage,v1,sales_ops,completed,2026-03-16T15:33:23.922+00:00,2026-03-16T15:36:06.455+00:00,163.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-16T15:33:24.164591+00:00,2026-03-16T15:36:06.533369+00:00
12eb9bcf-a522-4faf-afb4-a5eb4aeec4f2,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,triage,v1,sales_ops,completed,2026-03-16T15:38:21.287+00:00,2026-03-16T15:39:45.829+00:00,85.0,,"{'n_items': 8, 'role_variant': 'sales_ops'}",2026-03-16T15:38:21.499063+00:00,2026-03-16T15:39:45.937137+00:00
45db58cb-fad0-4640-baef-ad10c275ae87,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,gonogo,v1,sales_ops,started,2026-03-16T15:39:55.948+00:00,,,,,2026-03-16T15:39:56.141791+00:00,2026-03-16T15:39:56.141791+00:00
