id,session_id,profile_id,ts,event_type,event_name,payload
302,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:46.924+00:00,triage,stimulus_shown,"{'turn': 4, 'item_id': 's4', 'is_critical': True}"
303,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:51.306+00:00,triage,user_action,"{'turn': 4, 'rt_ms': 4382, 'correct': True, 'item_id': 's4', 'option_id': 'urgent'}"
304,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:51.469+00:00,triage,feedback_shown,"{'turn': 4, 'outcome': 'win', 'score_delta': 1}"
305,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:51.591+00:00,triage,stimulus_shown,"{'turn': 5, 'item_id': 's8', 'is_critical': False}"
306,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:56.631+00:00,triage,user_action,"{'turn': 5, 'rt_ms': 5040, 'correct': True, 'item_id': 's8', 'option_id': 'today'}"
307,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:56.795+00:00,triage,feedback_shown,"{'turn': 5, 'outcome': 'win', 'score_delta': 1}"
308,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:55:56.911+00:00,triage,stimulus_shown,"{'turn': 6, 'item_id': 's2', 'is_critical': False}"
309,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:03.379+00:00,triage,user_action,"{'turn': 6, 'rt_ms': 6467, 'correct': True, 'item_id': 's2', 'option_id': 'today'}"
310,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:03.514+00:00,triage,feedback_shown,"{'turn': 6, 'outcome': 'win', 'score_delta': 1}"
311,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:03.634+00:00,triage,stimulus_shown,"{'turn': 7, 'item_id': 's7', 'is_critical': True}"
312,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:06.345+00:00,triage,user_action,"{'turn': 7, 'rt_ms': 2711, 'correct': True, 'item_id': 's7', 'option_id': 'urgent'}"
313,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:06.475+00:00,triage,feedback_shown,"{'turn': 7, 'outcome': 'win', 'score_delta': 1}"
314,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:06.597+00:00,triage,stimulus_shown,"{'turn': 8, 'item_id': 's6', 'is_critical': False}"
315,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:10.076+00:00,triage,user_action,"{'turn': 8, 'rt_ms': 3479, 'correct': False, 'item_id': 's6', 'option_id': 'today'}"
316,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:10.224+00:00,triage,feedback_shown,"{'turn': 8, 'outcome': 'loss', 'score_delta': 0}"
317,27007c16-9a5c-4906-acf7-af9a317036cf,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:10.338+00:00,triage,run_end,"{'status': 'completed', 'role_context': 'sales_ops', 'score_total_client': 6, 'critical_miss_client': 0}"
318,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:35.742+00:00,gonogo,run_start,{'n_trials': 60}
319,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:36.415+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 1, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
320,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:37.621+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 2, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
321,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:39.141+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 3, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
322,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:40.374+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 4, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
323,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:41.672+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 5, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
324,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:42.941+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 6, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
325,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:44.227+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 7, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
326,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:45.693+00:00,gonogo,user_action,"{'rt_ms': 223, 'trial': 8, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
327,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:46.952+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 9, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
328,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:48.257+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 10, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
329,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:49.463+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 11, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
330,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:51.052+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 12, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
331,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:52.487+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 13, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
332,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:54.085+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 14, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
333,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:55.682+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 15, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
334,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:57.229+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 16, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
335,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:58.728+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 17, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
336,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:56:59.856+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 18, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
343,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:09.193+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 25, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
350,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:18.098+00:00,gonogo,user_action,"{'rt_ms': 76, 'trial': 32, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
357,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:27.215+00:00,gonogo,user_action,"{'rt_ms': 149, 'trial': 39, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
364,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:36.775+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 46, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
370,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:44.934+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 52, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
377,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:54.15+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 59, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1569,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:09.393+00:00,gonogo,user_action,"{'rt_ms': 28, 'trial': 32, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1574,9d56b63c-7937-44b3-add1-8663ee251916,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:14.118+00:00,triage,feedback_shown,"{'turn': 8, 'outcome': 'loss', 'score_delta': 0}"
1584,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:22.994+00:00,gonogo,run_start,{'n_trials': 60}
1589,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:25.629+00:00,gonogo,user_action,"{'rt_ms': 214, 'trial': 46, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1594,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:28.63+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 5, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1599,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:31.265+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 7, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1604,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:34.887+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 10, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
1609,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:37.931+00:00,gonogo,user_action,"{'rt_ms': 145, 'trial': 56, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1614,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:41.199+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 15, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1619,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:44.058+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 17, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
1622,82f050b5-52e5-49df-9fa3-b96381720c15,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:49.292+00:00,gonogo,run_start,{'n_trials': 60}
1626,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:10.524+00:00,gonogo,run_start,{'n_trials': 60}
1631,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:16.234+00:00,gonogo,user_action,"{'rt_ms': 269, 'trial': 5, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1636,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:22.818+00:00,gonogo,user_action,"{'rt_ms': 253, 'trial': 10, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1640,2a676593-dd41-4960-81ae-535d88771569,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:54:26.556+00:00,dialogue,stimulus_shown,"{'turn': 2, 'scenario_id': 'S2'}"
1645,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:31.913+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 17, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1650,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:38.324+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 22, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1655,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:43.687+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 26, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1660,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:48.319+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 30, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
1665,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:54.459+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 35, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
1670,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:57.889+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 38, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1675,2a676593-dd41-4960-81ae-535d88771569,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:55:09.66+00:00,dialogue,user_action,"{'turn': 4, 'rt_ms': 12522, 'option_id': 'C', 'scenario_id': 'S4'}"
1680,2a676593-dd41-4960-81ae-535d88771569,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:55:33.093+00:00,dialogue,stimulus_shown,"{'turn': 7, 'scenario_id': 'S7'}"
1980,bfd85838-e46e-48bd-9e80-37365ed194b3,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,2026-03-13T16:11:41.262+00:00,triage,stimulus_shown,"{'turn': 2, 'item_id': 's1', 'is_critical': True}"
1985,bfd85838-e46e-48bd-9e80-37365ed194b3,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,2026-03-13T16:11:52.906+00:00,triage,feedback_shown,"{'turn': 3, 'outcome': 'win', 'score_delta': 1}"
1990,bfd85838-e46e-48bd-9e80-37365ed194b3,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,2026-03-13T16:12:03.719+00:00,triage,user_action,"{'turn': 5, 'rt_ms': 4871, 'correct': False, 'item_id': 's3', 'option_id': 'today'}"
1995,bfd85838-e46e-48bd-9e80-37365ed194b3,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,2026-03-13T16:12:08.461+00:00,triage,stimulus_shown,"{'turn': 7, 'item_id': 's5', 'is_critical': False}"
2343,2163b146-8447-46e1-ad5f-a03ca3a4f7d3,b701c83a-8878-4490-a5c0-0bf097d5abf6,2026-03-13T23:38:57.974+00:00,gonogo,user_action,"{'rt_ms': 153, 'trial': 51, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
2346,2163b146-8447-46e1-ad5f-a03ca3a4f7d3,b701c83a-8878-4490-a5c0-0bf097d5abf6,2026-03-13T23:39:02.007+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 54, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
2349,2163b146-8447-46e1-ad5f-a03ca3a4f7d3,b701c83a-8878-4490-a5c0-0bf097d5abf6,2026-03-13T23:39:05.364+00:00,gonogo,user_action,"{'rt_ms': 56, 'trial': 57, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
2352,2163b146-8447-46e1-ad5f-a03ca3a4f7d3,b701c83a-8878-4490-a5c0-0bf097d5abf6,2026-03-13T23:39:09.728+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 60, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
2355,49a37eea-1c06-4130-8ef6-800f21d39a09,b701c83a-8878-4490-a5c0-0bf097d5abf6,2026-03-13T23:39:25.983+00:00,dialogue,stimulus_shown,"{'turn': 1, 'scenario_id': 'S1'}"
2769,1c593988-d313-4a4d-8ec8-c9939b7d7f92,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,2026-03-16T15:34:03.309+00:00,triage,feedback_shown,"{'turn': 2, 'outcome': 'win', 'score_delta': 1}"
2773,1c593988-d313-4a4d-8ec8-c9939b7d7f92,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,2026-03-16T15:34:11.085+00:00,triage,stimulus_shown,"{'turn': 4, 'item_id': 's3', 'is_critical': False}"
2969,59e04e08-4533-41ab-905f-ac8429ce823f,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,2026-03-16T15:46:10.625+00:00,dialogue,user_action,"{'turn': 5, 'rt_ms': 22809, 'option_id': 'C', 'scenario_id': 'S5'}"
2974,59e04e08-4533-41ab-905f-ac8429ce823f,4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,2026-03-16T15:46:33.523+00:00,dialogue,stimulus_shown,"{'turn': 8, 'scenario_id': 'S8'}"
3079,8e0651c0-7093-4efb-8133-4d447b9ad18d,e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,2026-03-16T16:24:47.519+00:00,dialogue,user_action,"{'turn': 1, 'rt_ms': 51970, 'option_id': 'C', 'scenario_id': 'S1'}"
337,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:01.208+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 19, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
344,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:10.727+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 26, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
351,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:19.62+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 33, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
358,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:28.415+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 40, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
365,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:38.008+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 47, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
371,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:46.173+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 53, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
378,e2e4be2b-2cca-43d6-b4fb-29c88b693984,3eafff1d-e7a2-4e47-9a9d-e99388ee041b,2026-03-12T12:57:55.716+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 60, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1570,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:10.626+00:00,gonogo,user_action,"{'rt_ms': 49, 'trial': 33, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1575,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:14.11+00:00,gonogo,user_action,"{'rt_ms': 230, 'trial': 36, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1585,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:23.233+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 44, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1590,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:26.161+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 3, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1595,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:29.012+00:00,gonogo,user_action,"{'rt_ms': 186, 'trial': 49, 'correct': False, 'responded': True, 'stimulus_type': 'nogo'}"
1600,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:32.395+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 8, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1605,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:35.748+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 54, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1610,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:38.701+00:00,gonogo,user_action,"{'rt_ms': 95, 'trial': 13, 'correct': False, 'responded': True, 'stimulus_type': 'nogo'}"
1615,0f5d4c37-b9dd-4411-8ff7-809f109fc1a2,8812d715-2437-452f-9f08-89a9b7de6222,2026-03-13T14:53:41.915+00:00,gonogo,user_action,"{'rt_ms': 211, 'trial': 59, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
1620,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:45.541+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 18, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1621,1b187654-a7b5-41b9-977e-86e9d76b4206,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:53:46.824+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 19, 'correct': True, 'responded': False, 'stimulus_type': 'nogo'}"
1627,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:11.171+00:00,gonogo,user_action,"{'rt_ms': None, 'trial': 1, 'correct': False, 'responded': False, 'stimulus_type': 'go'}"
1632,2d601f0f-51d8-455d-a094-c45d5c3b3e23,09612f6d-c842-45f6-bac5-f6f5c117131c,2026-03-13T14:54:17.485+00:00,gonogo,user_action,"{'rt_ms': 245, 'trial': 6, 'correct': True, 'responded': True, 'stimulus_type': 'go'}"
