id,profile_id,step,responses,created_at,updated_at,instrument_version,completion_seconds
d54b44bd-9156-4aa1-a278-ba04d014559e,5b4b3665-89c7-4dc4-aead-b05cdbf6531a,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'pmI', 'main_motivation': 'guadagno', 'job_satisfaction': '2', 'desired_seniority': 'mid'}",2026-03-13T12:58:29.138654+00:00,2026-03-13T12:58:29.07+00:00,v1,
b67da439-14f3-4e7f-8c65-a27c8c234156,bf56dfd7-83dc-4604-b320-04a33ad10b06,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Materie umanistiche ', 'education_level': 'diploma'}",2026-03-13T13:08:35.472955+00:00,2026-03-13T13:08:35.379+00:00,v1,
abdcf0f0-47f8-4779-8a94-2678d8341490,bf56dfd7-83dc-4604-b320-04a33ad10b06,competenze,"{'sector': 'Vendite ', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-13T13:08:57.642073+00:00,2026-03-13T13:08:57.398+00:00,v1,
9c32c354-3fa7-4009-abc0-276a8c8a9469,bf56dfd7-83dc-4604-b320-04a33ad10b06,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'stabilita', 'job_satisfaction': '5', 'desired_seniority': 'mid'}",2026-03-13T13:09:34.563048+00:00,2026-03-13T13:09:34.382+00:00,v1,
63fafbb2-f3db-4d59-9cd8-b7e920533f72,3bb1c395-d475-4149-9182-bef1ff47d15f,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Lingue straniere', 'education_level': 'diploma'}",2026-03-13T14:10:45.196454+00:00,2026-03-13T14:10:44.95+00:00,v1,
54ce825e-b31a-493e-a0e0-bae91c47293b,3bb1c395-d475-4149-9182-bef1ff47d15f,competenze,"{'sector': 'Vendite', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-13T14:11:04.409514+00:00,2026-03-13T14:11:04.145+00:00,v1,
dc3856b4-f098-4752-bdc5-6a686cfdcb85,3bb1c395-d475-4149-9182-bef1ff47d15f,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'crescita', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-13T14:11:42.527643+00:00,2026-03-13T14:11:42.16+00:00,v1,
3f957384-3260-4cab-824b-8db18ee4df77,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,profilo,"{'gender': 'donna', 'age_group': '45+', 'field_of_study': 'Economia ', 'education_level': 'diploma'}",2026-03-13T14:18:32.024243+00:00,2026-03-13T14:18:31.73+00:00,v1,
14140585-ceec-4757-9de8-62322ab944ea,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,competenze,"{'sector': 'Vendita ', 'role_type': 'organizzativo', 'years_experience': '10+'}",2026-03-13T14:18:52.650472+00:00,2026-03-13T14:18:52.556+00:00,v1,
5116687c-7186-4e32-a6c3-41e38be723c1,1dbd3e82-0bcd-4485-a6ff-08a207b17d38,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'startup', 'main_motivation': 'crescita', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-13T14:19:42.963267+00:00,2026-03-13T14:19:42.511+00:00,v1,
40f84af0-f111-4382-8952-c56413dd106d,8812d715-2437-452f-9f08-89a9b7de6222,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Marketing ', 'education_level': 'diploma'}",2026-03-13T11:51:08.053733+00:00,2026-03-13T14:43:00.363608+00:00,v1,
68816dc7-7aef-4b33-a259-e573bb46488b,8812d715-2437-452f-9f08-89a9b7de6222,competenze,"{'sector': 'Vendite ', 'role_type': 'commerciale', 'years_experience': '1-2'}",2026-03-13T14:43:20.032752+00:00,2026-03-13T14:43:19.93+00:00,v1,
12de8008-a4f2-4aa3-9d36-425404c19ea6,8812d715-2437-452f-9f08-89a9b7de6222,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '4', 'desired_seniority': 'senior'}",2026-03-13T14:43:48.885163+00:00,2026-03-13T14:43:48.599+00:00,v1,
6c1be4e5-49e1-44c3-8ac9-c420f2a6a7a0,09612f6d-c842-45f6-bac5-f6f5c117131c,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Ristorazione ', 'education_level': 'diploma'}",2026-03-13T14:48:14.996047+00:00,2026-03-13T14:48:14.888+00:00,v1,
dbf05933-fec2-4ca7-b8e5-d7d69250cdd0,09612f6d-c842-45f6-bac5-f6f5c117131c,competenze,"{'sector': 'Vendita', 'role_type': 'commerciale', 'years_experience': '3-5'}",2026-03-13T14:48:30.46252+00:00,2026-03-13T14:48:30.374+00:00,v1,
450db62a-c0cf-435f-89aa-368782dc3c46,09612f6d-c842-45f6-bac5-f6f5c117131c,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '5', 'desired_seniority': 'mid'}",2026-03-13T14:49:07.719093+00:00,2026-03-13T14:49:07.603+00:00,v1,
2a58abc7-4411-454f-9b75-2d3e95140303,fd85e477-ddef-4b81-bb94-cbdda9912dd4,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Ottica ', 'education_level': 'diploma'}",2026-03-13T14:57:31.346799+00:00,2026-03-13T14:57:31.256+00:00,v1,
0a6598ed-aff0-4b14-8d07-34ef7242e4e4,fd85e477-ddef-4b81-bb94-cbdda9912dd4,competenze,"{'sector': 'Vendite ', 'role_type': 'commerciale', 'years_experience': '6-10'}",2026-03-13T14:57:48.456464+00:00,2026-03-13T14:57:48.343+00:00,v1,
60acc1db-fdcb-4655-849c-91866b2421da,fd85e477-ddef-4b81-bb94-cbdda9912dd4,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'guadagno', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-13T14:58:21.475718+00:00,2026-03-13T14:58:21.374+00:00,v1,
9d0fe394-bcc9-4ffc-baaf-f58dc8abaa9e,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,profilo,"{'gender': 'donna', 'age_group': '45+', 'field_of_study': 'Professionale ', 'education_level': 'diploma'}",2026-03-13T16:06:50.620626+00:00,2026-03-13T16:06:50.272+00:00,v1,
47f73243-7568-470a-a2d9-40b2c09b765d,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,competenze,"{'sector': 'Vendita ', 'role_type': 'commerciale', 'years_experience': '6-10'}",2026-03-13T16:07:07.034558+00:00,2026-03-13T16:07:06.909+00:00,v1,
53112026-a9a8-4705-93a9-ed6c82ebb619,fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'startup', 'main_motivation': 'stabilita', 'job_satisfaction': '1', 'desired_seniority': 'mid'}",2026-03-13T16:07:57.322928+00:00,2026-03-13T16:07:57.013+00:00,v1,
849ed9b9-6908-42d9-8016-5c7b63bed891,b581cb58-728d-4c35-ab17-24e896fc6c5d,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Lingue', 'education_level': 'laurea_magistrale'}",2026-03-13T18:30:23.269379+00:00,2026-03-13T18:30:22.939+00:00,v1,
55d6ba6c-f7e7-43fb-8a9e-3de4d97a1396,b581cb58-728d-4c35-ab17-24e896fc6c5d,competenze,"{'sector': 'Amministrazione ', 'role_type': 'servizio_clienti', 'years_experience': '10+'}",2026-03-13T18:31:00.950539+00:00,2026-03-13T18:31:00.537+00:00,v1,
bf72fe03-e5fc-4181-9475-46705297f66b,b581cb58-728d-4c35-ab17-24e896fc6c5d,preferenze,"{'work_mode': 'remoto', 'target_role': 'receptionist', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-13T18:32:08.503488+00:00,2026-03-13T18:32:07.319+00:00,v1,
55618035-27f8-4f64-9e04-fe892f2810cc,bd237615-1c4c-4717-9d37-7b9a52c06e47,profilo,"{'gender': 'donna', 'age_group': '35-44', 'field_of_study': 'Tecnico commerciale ', 'education_level': 'diploma'}",2026-03-13T18:35:29.916814+00:00,2026-03-13T18:35:29.834+00:00,v1,
1eead61a-136e-4913-bbd2-73f13734abd4,bd237615-1c4c-4717-9d37-7b9a52c06e47,competenze,"{'sector': 'Vendite', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-13T18:35:53.174825+00:00,2026-03-13T18:35:53.042+00:00,v1,
2f99eae7-36ff-4514-8970-e5f7b9a6f9e9,bd237615-1c4c-4717-9d37-7b9a52c06e47,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'relazioni', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-13T18:36:29.634135+00:00,2026-03-13T18:36:29.517+00:00,v1,
11882d96-8cfa-4745-9111-cc40a35732e7,1b380868-63e3-4e1b-b106-152416e05dbb,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Arte', 'education_level': 'diploma'}",2026-03-13T21:22:03.551441+00:00,2026-03-13T21:22:03.441+00:00,v1,
0dc4f36e-6e9b-4824-a3df-0e0e990f3997,1b380868-63e3-4e1b-b106-152416e05dbb,competenze,"{'sector': 'Vendita ', 'role_type': 'commerciale', 'years_experience': '10+'}",2026-03-13T21:22:25.530711+00:00,2026-03-13T21:22:25.207+00:00,v1,
08ed9885-13b5-4019-b248-6b7183ec6ad2,1b380868-63e3-4e1b-b106-152416e05dbb,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'guadagno', 'job_satisfaction': '3', 'desired_seniority': 'senior'}",2026-03-13T21:23:09.327812+00:00,2026-03-13T21:23:09.193+00:00,v1,
0037fc3d-52fb-4a92-9ad4-30a2a9021e21,51ba4fbd-ec10-49b1-b67e-6eb9eb5fda15,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'scienze umanistiche ', 'education_level': 'laurea_triennale'}",2026-03-13T21:48:18.621062+00:00,2026-03-13T21:48:18.352+00:00,v1,
f426dc19-6860-42b0-9143-517f84c5244e,51ba4fbd-ec10-49b1-b67e-6eb9eb5fda15,competenze,"{'sector': 'vendita', 'role_type': 'servizio_clienti', 'years_experience': '10+'}",2026-03-13T21:48:45.553787+00:00,2026-03-13T21:48:45.441+00:00,v1,
a3f0f3b8-e47d-4bd5-8831-2a1d0b8dfc21,51ba4fbd-ec10-49b1-b67e-6eb9eb5fda15,preferenze,"{'work_mode': 'ibrido', 'target_role': 'developer', 'company_size': 'grande_impresa', 'main_motivation': 'stabilita', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-13T21:49:31.164144+00:00,2026-03-13T21:49:30.975+00:00,v1,
aac4afda-7680-4470-9108-31e74f4646c4,b701c83a-8878-4490-a5c0-0bf097d5abf6,profilo,"{'gender': 'donna', 'age_group': '25-34', 'field_of_study': 'Scientifico', 'education_level': 'diploma'}",2026-03-13T23:29:06.982666+00:00,2026-03-13T23:29:06.73+00:00,v1,
d2b3eb95-6357-4709-a408-f7bc2807eee3,b701c83a-8878-4490-a5c0-0bf097d5abf6,competenze,"{'sector': 'Vendite ', 'role_type': 'commerciale', 'years_experience': '3-5'}",2026-03-13T23:30:14.084393+00:00,2026-03-13T23:30:13.795+00:00,v1,
cfcf6cd4-925c-4949-89c9-4f1755dded92,b701c83a-8878-4490-a5c0-0bf097d5abf6,preferenze,"{'work_mode': 'presenza', 'target_role': 'sales_ops', 'company_size': 'grande_impresa', 'main_motivation': 'stabilita', 'job_satisfaction': '3', 'desired_seniority': 'mid'}",2026-03-13T23:31:29.127555+00:00,2026-03-13T23:31:28.869+00:00,v1,
