user_id,scores,role_scores,suggested_role,confidence,updated_at,created_at
81b86abc-d94a-48ef-9f0d-86364117876b,"{'D1': 30, 'D2': 75, 'D3': 75, 'D4': 63, 'D5': 63, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 68, 'sales_ops': 84, 'receptionist': 86}",receptionist,2,2026-03-13T13:17:38.315+00:00,2026-03-13T13:17:39.304133+00:00
1dbd3e82-0bcd-4485-a6ff-08a207b17d38,"{'D1': 65, 'D2': 80, 'D3': 50, 'D4': 50, 'D5': 56, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 78, 'sales_ops': 77, 'receptionist': 82}",receptionist,4,2026-03-13T14:23:07.31+00:00,2026-03-13T14:23:07.769567+00:00
8812d715-2437-452f-9f08-89a9b7de6222,"{'D1': 75, 'D2': 85, 'D3': 38, 'D4': 50, 'D5': 81, 'motivation': {'result': 83, 'learning': 100, 'relation': 100, 'result_pct': 0.2932861154466023, 'learning_pct': 0.3533567655983161, 'relation_pct': 0.3533567655983161}}","{'developer': 79, 'sales_ops': 73, 'receptionist': 77}",developer,2,2026-03-13T14:46:25.371+00:00,2026-03-13T14:46:25.514725+00:00
09612f6d-c842-45f6-bac5-f6f5c117131c,"{'D1': 75, 'D2': 70, 'D3': 56, 'D4': 63, 'D5': 50, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 80, 'sales_ops': 80, 'receptionist': 80}",developer,0,2026-03-13T14:52:17.175+00:00,2026-03-13T14:52:17.276847+00:00
fd85e477-ddef-4b81-bb94-cbdda9912dd4,"{'D1': 65, 'D2': 55, 'D3': 75, 'D4': 56, 'D5': 31, 'motivation': {'result': 50, 'learning': 58, 'relation': 50, 'result_pct': 0.3164554959142431, 'learning_pct': 0.36708837526052196, 'relation_pct': 0.3164554959142431}}","{'developer': 82, 'sales_ops': 88, 'receptionist': 83}",sales_ops,5,2026-03-13T15:05:04.009+00:00,2026-03-13T15:05:04.226114+00:00
fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,"{'D1': 45, 'D2': 100, 'D3': 25, 'D4': 88, 'D5': 25, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 60, 'sales_ops': 65, 'receptionist': 67}",receptionist,2,2026-03-13T16:11:19.042+00:00,2026-03-13T16:11:19.201976+00:00
b581cb58-728d-4c35-ab17-24e896fc6c5d,"{'D1': 75, 'D2': 65, 'D3': 94, 'D4': 56, 'D5': 44, 'motivation': {'result': 92, 'learning': 100, 'relation': 83, 'result_pct': 0.33454533289260624, 'learning_pct': 0.3636362314050068, 'relation_pct': 0.30181807206615563}}","{'developer': 75, 'sales_ops': 81, 'receptionist': 85}",receptionist,4,2026-03-13T18:36:36.237+00:00,2026-03-13T18:36:36.329554+00:00
bd237615-1c4c-4717-9d37-7b9a52c06e47,"{'D1': 75, 'D2': 70, 'D3': 63, 'D4': 63, 'D5': 44, 'motivation': {'result': 100, 'learning': 100, 'relation': 83, 'result_pct': 0.3533567655983161, 'learning_pct': 0.3533567655983161, 'relation_pct': 0.2932861154466023}}","{'developer': 79, 'sales_ops': 82, 'receptionist': 84}",receptionist,2,2026-03-13T18:39:57.405+00:00,2026-03-13T18:39:57.64935+00:00
1b380868-63e3-4e1b-b106-152416e05dbb,"{'D1': 65, 'D2': 60, 'D3': 38, 'D4': 69, 'D5': 31, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 73, 'sales_ops': 77, 'receptionist': 72}",sales_ops,4,2026-03-13T21:26:45.719+00:00,2026-03-13T21:26:45.922412+00:00
b701c83a-8878-4490-a5c0-0bf097d5abf6,"{'D1': 60, 'D2': 70, 'D3': 13, 'D4': 69, 'D5': 44, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 69, 'sales_ops': 73, 'receptionist': 70}",sales_ops,3,2026-03-13T23:35:46.861+00:00,2026-03-13T23:35:46.965754+00:00
1ac56240-ef90-4360-a0d1-585b60886757,"{'D1': 55, 'D2': 60, 'D3': 56, 'D4': 56, 'D5': 25, 'motivation': {'result': 67, 'learning': 75, 'relation': 67, 'result_pct': 0.3205740092947324, 'learning_pct': 0.35885150294186463, 'relation_pct': 0.3205740092947324}}","{'developer': 81, 'sales_ops': 84, 'receptionist': 82}",sales_ops,2,2026-03-14T12:05:51.066+00:00,2026-03-14T12:05:51.169723+00:00
3c50cad0-42f0-4118-b406-28e65e0caf2d,"{'D1': 50, 'D2': 45, 'D3': 31, 'D4': 44, 'D5': 19, 'motivation': {'result': 92, 'learning': 75, 'relation': 92, 'result_pct': 0.3552122180647807, 'learning_pct': 0.28957517777020164, 'relation_pct': 0.3552122180647807}}","{'developer': 74, 'sales_ops': 71, 'receptionist': 69}",developer,3,2026-03-14T16:42:29.102+00:00,2026-03-14T16:42:29.189668+00:00
125816e2-8d79-4b3f-a747-521bdfad992d,"{'D1': 55, 'D2': 60, 'D3': 13, 'D4': 94, 'D5': 31, 'motivation': {'result': 83, 'learning': 83, 'relation': 83, 'result_pct': 0.3333331994645785, 'learning_pct': 0.3333331994645785, 'relation_pct': 0.3333331994645785}}","{'developer': 69, 'sales_ops': 72, 'receptionist': 69}",sales_ops,3,2026-03-15T14:59:13.2+00:00,2026-03-15T14:59:14.042553+00:00
4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,"{'D1': 95, 'D2': 40, 'D3': 69, 'D4': 56, 'D5': 56, 'motivation': {'result': 67, 'learning': 67, 'relation': 83, 'result_pct': 0.3087556180849686, 'learning_pct': 0.3087556180849686, 'relation_pct': 0.382488303000782}}","{'developer': 87, 'sales_ops': 86, 'receptionist': 84}",developer,1,2026-03-16T15:19:56.305+00:00,2026-03-16T15:19:56.548345+00:00
e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,"{'D1': 35, 'D2': 70, 'D3': 81, 'D4': 44, 'D5': 50, 'motivation': {'result': 83, 'learning': 92, 'relation': 83, 'result_pct': 0.3217053016646118, 'learning_pct': 0.3565890090740275, 'relation_pct': 0.3217053016646118}}","{'developer': 71, 'sales_ops': 83, 'receptionist': 91}",receptionist,8,2026-03-16T16:20:13.686+00:00,2026-03-16T16:20:13.975061+00:00
4983dc33-eb5d-46e1-92d4-2fa383334b78,"{'D1': 75, 'D2': 55, 'D3': 44, 'D4': 56, 'D5': 69, 'motivation': {'result': 75, 'learning': 83, 'relation': 83, 'result_pct': 0.3112031903721202, 'learning_pct': 0.3443981973451463, 'relation_pct': 0.3443981973451463}}","{'developer': 88, 'sales_ops': 84, 'receptionist': 80}",developer,4,2026-03-16T16:24:32.917+00:00,2026-03-16T16:24:33.117774+00:00
2793726b-3a52-4497-bb98-7ae0368d25e2,"{'D1': 80, 'D2': 75, 'D3': 88, 'D4': 50, 'D5': 50, 'motivation': {'result': 67, 'learning': 67, 'relation': 75, 'result_pct': 0.3205740092947324, 'learning_pct': 0.3205740092947324, 'relation_pct': 0.35885150294186463}}","{'developer': 85, 'sales_ops': 83, 'receptionist': 92}",receptionist,7,2026-03-16T16:50:00.603+00:00,2026-03-16T16:50:00.690718+00:00
3125642c-91c9-4248-95c6-6d51ca9b18b2,"{'D1': 50, 'D2': 55, 'D3': 56, 'D4': 63, 'D5': 44, 'motivation': {'result': 58, 'learning': 75, 'relation': 67, 'result_pct': 0.28999985500007247, 'learning_pct': 0.37499981250009373, 'relation_pct': 0.33499983250008375}}","{'developer': 83, 'sales_ops': 87, 'receptionist': 83}",sales_ops,4,2026-03-16T17:08:57.138+00:00,2026-03-16T17:08:57.323229+00:00
3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,"{'D1': 100, 'D2': 85, 'D3': 100, 'D4': 50, 'D5': 56, 'motivation': {'result': 67, 'learning': 92, 'relation': 83, 'result_pct': 0.2768593897275249, 'learning_pct': 0.3801651321631685, 'relation_pct': 0.34297506488633683}}","{'developer': 75, 'sales_ops': 77, 'receptionist': 88}",receptionist,11,2026-03-16T17:09:13.454+00:00,2026-03-16T17:09:13.520142+00:00
093d3f4d-d24e-47fb-9f90-de8e2e6b8be6,"{'D1': 90, 'D2': 80, 'D3': 69, 'D4': 69, 'D5': 44, 'motivation': {'result': 83, 'learning': 83, 'relation': 92, 'result_pct': 0.3217053016646118, 'learning_pct': 0.3217053016646118, 'relation_pct': 0.3565890090740275}}","{'developer': 79, 'sales_ops': 85, 'receptionist': 87}",receptionist,2,2026-03-17T13:40:53.312+00:00,2026-03-17T13:40:54.62077+00:00
7171a598-3f14-458f-a789-adf146404838,"{'D1': 30, 'D2': 60, 'D3': 25, 'D4': 56, 'D5': 44, 'motivation': {'result': 75, 'learning': 92, 'relation': 100, 'result_pct': 0.2808987711989621, 'learning_pct': 0.3445691593373935, 'relation_pct': 0.3745316949319495}}","{'developer': 68, 'sales_ops': 77, 'receptionist': 74}",sales_ops,3,2026-03-17T14:08:25.523+00:00,2026-03-17T14:08:26.713692+00:00
1dcc0aa3-7df0-4815-ab89-29892d64c043,"{'D1': 80, 'D2': 55, 'D3': 44, 'D4': 56, 'D5': 63, 'motivation': {'result': 92, 'learning': 100, 'relation': 75, 'result_pct': 0.3445691593373935, 'learning_pct': 0.3745316949319495, 'relation_pct': 0.2808987711989621}}","{'developer': 85, 'sales_ops': 82, 'receptionist': 78}",developer,3,2026-03-17T17:11:16.915+00:00,2026-03-17T17:11:17.126421+00:00
1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,"{'D1': 80, 'D2': 60, 'D3': 50, 'D4': 63, 'D5': 56, 'motivation': {'result': 92, 'learning': 100, 'relation': 100, 'result_pct': 0.31506838525055303, 'learning_pct': 0.34246563614190545, 'relation_pct': 0.34246563614190545}}","{'developer': 83, 'sales_ops': 82, 'receptionist': 78}",developer,1,2026-03-17T17:22:15.621+00:00,2026-03-17T17:22:16.203616+00:00
dc5e1d44-459a-43dd-940e-00786d4f84ca,"{'D1': 60, 'D2': 95, 'D3': 25, 'D4': 50, 'D5': 63, 'motivation': {'result': 75, 'learning': 83, 'relation': 83, 'result_pct': 0.3112031903721202, 'learning_pct': 0.3443981973451463, 'relation_pct': 0.3443981973451463}}","{'developer': 78, 'sales_ops': 75, 'receptionist': 79}",receptionist,1,2026-03-17T17:48:29.036+00:00,2026-03-17T17:48:27.848202+00:00
515b2474-5968-4564-b620-60a42ecfaef8,"{'D1': 55, 'D2': 55, 'D3': 50, 'D4': 50, 'D5': 50, 'motivation': {'result': 75, 'learning': 75, 'relation': 75, 'result_pct': 0.333333185185251, 'learning_pct': 0.333333185185251, 'relation_pct': 0.333333185185251}}","{'developer': 84, 'sales_ops': 86, 'receptionist': 82}",sales_ops,2,2026-03-17T18:41:34.308+00:00,2026-03-17T18:41:32.444113+00:00
8c617733-c96e-459a-939f-e2c29142e61c,"{'D1': 55, 'D2': 75, 'D3': 50, 'D4': 81, 'D5': 56, 'motivation': {'result': 42, 'learning': 83, 'relation': 58, 'result_pct': 0.22950807130706485, 'learning_pct': 0.4535516647258663, 'relation_pct': 0.31693971751928}}","{'developer': 81, 'sales_ops': 82, 'receptionist': 82}",sales_ops,0,2026-03-17T19:59:39.016+00:00,2026-03-17T19:59:38.816232+00:00
f95a6826-5019-47cb-bb49-878a0e2bef42,"{'D1': 75, 'D2': 85, 'D3': 94, 'D4': 75, 'D5': 56, 'motivation': {'result': 75, 'learning': 100, 'relation': 75, 'result_pct': 0.299999880000048, 'learning_pct': 0.399999840000064, 'relation_pct': 0.299999880000048}}","{'developer': 76, 'sales_ops': 85, 'receptionist': 88}",receptionist,3,2026-03-17T20:57:58.178+00:00,2026-03-17T20:58:03.466268+00:00
97a4a651-b33c-4978-871e-1e91aaf2bdf0,"{'D1': 85, 'D2': 70, 'D3': 75, 'D4': 63, 'D5': 31, 'motivation': {'result': 83, 'learning': 100, 'relation': 100, 'result_pct': 0.2932861154466023, 'learning_pct': 0.3533567655983161, 'relation_pct': 0.3533567655983161}}","{'developer': 75, 'sales_ops': 83, 'receptionist': 83}",sales_ops,0,2026-03-17T21:10:17.631+00:00,2026-03-17T21:10:17.950814+00:00
6e9e603a-4bc0-4990-bdc8-428c3af32760,"{'D1': 100, 'D2': 60, 'D3': 44, 'D4': 56, 'D5': 88, 'motivation': {'result': 83, 'learning': 100, 'relation': 92, 'result_pct': 0.30181807206615563, 'learning_pct': 0.3636362314050068, 'relation_pct': 0.33454533289260624}}","{'developer': 77, 'sales_ops': 77, 'receptionist': 75}",developer,0,2026-03-17T21:10:38.657+00:00,2026-03-17T21:10:38.787168+00:00
c2401a0c-49b7-47f8-9a15-3203fd92c4b6,"{'D1': 70, 'D2': 50, 'D3': 63, 'D4': 69, 'D5': 63, 'motivation': {'result': 92, 'learning': 100, 'relation': 83, 'result_pct': 0.33454533289260624, 'learning_pct': 0.3636362314050068, 'relation_pct': 0.30181807206615563}}","{'developer': 82, 'sales_ops': 88, 'receptionist': 80}",sales_ops,6,2026-03-17T21:30:43.256+00:00,2026-03-17T21:30:43.544704+00:00
f408cc35-6cb1-4269-b37f-3d793a1b2249,"{'D1': 60, 'D2': 30, 'D3': 31, 'D4': 56, 'D5': 63, 'motivation': {'result': 83, 'learning': 100, 'relation': 58, 'result_pct': 0.3443981973451463, 'learning_pct': 0.4149375871628269, 'relation_pct': 0.2406638005544396}}","{'developer': 81, 'sales_ops': 80, 'receptionist': 68}",developer,1,2026-03-18T07:53:56.803+00:00,2026-03-18T07:53:47.522854+00:00
feb5467d-a7f9-4765-ad88-81cfb571fefb,"{'D1': 95, 'D2': 50, 'D3': 88, 'D4': 25, 'D5': 75, 'motivation': {'result': 58, 'learning': 100, 'relation': 67, 'result_pct': 0.25777766320992745, 'learning_pct': 0.444444246913668, 'relation_pct': 0.29777764543215757}}","{'developer': 80, 'sales_ops': 77, 'receptionist': 79}",developer,1,2026-03-18T09:48:31.909+00:00,2026-03-18T09:48:32.189314+00:00
be7c2712-f10e-4980-9ae9-532696764a99,"{'D1': 60, 'D2': 85, 'D3': 56, 'D4': 50, 'D5': 50, 'motivation': {'result': 75, 'learning': 75, 'relation': 75, 'result_pct': 0.333333185185251, 'learning_pct': 0.333333185185251, 'relation_pct': 0.333333185185251}}","{'developer': 83, 'sales_ops': 83, 'receptionist': 88}",receptionist,5,2026-03-18T15:57:12.058+00:00,2026-03-18T15:57:12.200383+00:00
2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,"{'D1': 25, 'D2': 85, 'D3': 50, 'D4': 88, 'D5': 38, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 62, 'sales_ops': 73, 'receptionist': 76}",receptionist,3,2026-03-18T16:06:19.474+00:00,2026-03-18T16:06:19.656633+00:00
8ac09617-93d9-4ca7-b876-099d441e29a9,"{'D1': 55, 'D2': 85, 'D3': 75, 'D4': 63, 'D5': 50, 'motivation': {'result': 58, 'learning': 83, 'relation': 83, 'result_pct': 0.2589284558355108, 'learning_pct': 0.37053554886805856, 'relation_pct': 0.37053554886805856}}","{'developer': 78, 'sales_ops': 87, 'receptionist': 93}",receptionist,6,2026-03-18T16:52:04.209+00:00,2026-03-18T16:52:04.319111+00:00
edc2c1be-eae8-4a69-819f-5e900a04d41b,"{'D1': 75, 'D2': 80, 'D3': 56, 'D4': 44, 'D5': 63, 'motivation': {'result': 100, 'learning': 92, 'relation': 100, 'result_pct': 0.34246563614190545, 'learning_pct': 0.31506838525055303, 'relation_pct': 0.34246563614190545}}","{'developer': 84, 'sales_ops': 76, 'receptionist': 82}",developer,2,2026-03-18T17:02:30.404+00:00,2026-03-18T17:02:30.580437+00:00
554a0a5f-7421-4b16-8d30-f0e025f15b57,"{'D1': 60, 'D2': 85, 'D3': 69, 'D4': 38, 'D5': 69, 'motivation': {'result': 83, 'learning': 92, 'relation': 75, 'result_pct': 0.3319998672000531, 'learning_pct': 0.36799985280005887, 'relation_pct': 0.299999880000048}}","{'developer': 80, 'sales_ops': 81, 'receptionist': 87}",receptionist,6,2026-03-18T17:07:23.476+00:00,2026-03-18T17:07:23.633069+00:00
0fe75d11-0622-4dd6-9c48-37b80f4d874d,"{'D1': 85, 'D2': 50, 'D3': 25, 'D4': 75, 'D5': 75, 'motivation': {'result': 100, 'learning': 100, 'relation': 100, 'result_pct': 0.3333332222222593, 'learning_pct': 0.3333332222222593, 'relation_pct': 0.3333332222222593}}","{'developer': 77, 'sales_ops': 74, 'receptionist': 66}",developer,3,2026-03-18T17:26:06.009+00:00,2026-03-18T17:26:06.853787+00:00
e8414017-3c9f-4564-823c-78810999fed8,"{'D1': 70, 'D2': 55, 'D3': 56, 'D4': 38, 'D5': 63, 'motivation': {'result': 92, 'learning': 92, 'relation': 92, 'result_pct': 0.33333321256043025, 'learning_pct': 0.33333321256043025, 'relation_pct': 0.33333321256043025}}","{'developer': 86, 'sales_ops': 81, 'receptionist': 78}",developer,5,2026-03-18T18:57:45.511+00:00,2026-03-18T18:57:47.589329+00:00
7627ff2a-6316-4a3c-9cfe-df70ff5abb64,"{'D1': 55, 'D2': 40, 'D3': 88, 'D4': 19, 'D5': 63, 'motivation': {'result': 92, 'learning': 100, 'relation': 92, 'result_pct': 0.3239435479072015, 'learning_pct': 0.3521125520730451, 'relation_pct': 0.3239435479072015}}","{'developer': 76, 'sales_ops': 77, 'receptionist': 77}",sales_ops,0,2026-03-18T19:00:48.253+00:00,2026-03-18T19:00:47.313705+00:00
6a791992-591c-48c4-9a19-afb064635e66,"{'D1': 70, 'D2': 55, 'D3': 38, 'D4': 75, 'D5': 38, 'motivation': {'result': 92, 'learning': 92, 'relation': 75, 'result_pct': 0.3552122180647807, 'learning_pct': 0.3552122180647807, 'relation_pct': 0.28957517777020164}}","{'developer': 78, 'sales_ops': 81, 'receptionist': 74}",sales_ops,3,2026-03-18T19:06:03.163+00:00,2026-03-18T19:06:03.458199+00:00
9b25c176-c0cd-4438-891a-7a1c34e5e907,"{'D1': 60, 'D2': 50, 'D3': 63, 'D4': 63, 'D5': 38, 'motivation': {'result': 100, 'learning': 92, 'relation': 75, 'result_pct': 0.3745316949319495, 'learning_pct': 0.3445691593373935, 'relation_pct': 0.2808987711989621}}","{'developer': 77, 'sales_ops': 85, 'receptionist': 80}",sales_ops,5,2026-03-18T19:25:56.745+00:00,2026-03-18T19:25:57.061215+00:00
2a3ba54c-4ce3-436d-a1da-b7037a388de3,"{'D1': 50, 'D2': 55, 'D3': 56, 'D4': 63, 'D5': 69, 'motivation': {'result': 92, 'learning': 83, 'relation': 100, 'result_pct': 0.33454533289260624, 'learning_pct': 0.30181807206615563, 'relation_pct': 0.3636362314050068}}","{'developer': 81, 'sales_ops': 85, 'receptionist': 78}",sales_ops,4,2026-03-18T20:40:08.162+00:00,2026-03-18T20:40:08.3144+00:00
abeada9f-8162-4ad7-9d00-a0f472306cf1,"{'D1': 40, 'D2': 75, 'D3': 94, 'D4': 13, 'D5': 94, 'motivation': {'result': 83, 'learning': 92, 'relation': 83, 'result_pct': 0.3217053016646118, 'learning_pct': 0.3565890090740275, 'relation_pct': 0.3217053016646118}}","{'developer': 66, 'sales_ops': 70, 'receptionist': 82}",receptionist,12,2026-03-18T21:07:06.829+00:00,2026-03-18T21:07:06.76627+00:00
44c0253d-d855-41b3-85a8-bc48fa506c2c,"{'D1': 70, 'D2': 95, 'D3': 50, 'D4': 56, 'D5': 31, 'motivation': {'result': 100, 'learning': 42, 'relation': 100, 'result_pct': 0.4132229697425745, 'learning_pct': 0.17355364729188127, 'relation_pct': 0.4132229697425745}}","{'developer': 74, 'sales_ops': 74, 'receptionist': 79}",receptionist,5,2026-03-18T22:58:57.6+00:00,2026-03-18T22:58:57.231303+00:00
e04d7ca6-0f1f-4536-b43c-2ede46228c1b,"{'D1': 65, 'D2': 65, 'D3': 25, 'D4': 75, 'D5': 50, 'motivation': {'result': 75, 'learning': 83, 'relation': 75, 'result_pct': 0.32188827386769364, 'learning_pct': 0.3562230230802476, 'relation_pct': 0.32188827386769364}}","{'developer': 78, 'sales_ops': 82, 'receptionist': 77}",sales_ops,4,2026-03-19T11:38:42.35+00:00,2026-03-19T11:38:40.646882+00:00
b3ef7b61-cfbd-4896-a2da-6a1bb9f69042,"{'D1': 55, 'D2': 55, 'D3': 50, 'D4': 75, 'D5': 44, 'motivation': {'result': 75, 'learning': 83, 'relation': 75, 'result_pct': 0.32188827386769364, 'learning_pct': 0.3562230230802476, 'relation_pct': 0.32188827386769364}}","{'developer': 80, 'sales_ops': 88, 'receptionist': 80}",sales_ops,8,2026-03-19T12:29:17.98+00:00,2026-03-19T12:29:18.079792+00:00
ac4823d4-88e3-4edf-b3b3-41052ce3da5f,"{'D1': 70, 'D2': 70, 'D3': 25, 'D4': 81, 'D5': 19, 'motivation': {'result': 100, 'learning': 83, 'relation': 100, 'result_pct': 0.3533567655983161, 'learning_pct': 0.2932861154466023, 'relation_pct': 0.3533567655983161}}","{'developer': 71, 'sales_ops': 70, 'receptionist': 69}",developer,1,2026-03-19T12:51:54.235+00:00,2026-03-19T12:51:54.540968+00:00
8c35a76c-2545-4794-82e1-958d44734e08,"{'D1': 60, 'D2': 60, 'D3': 38, 'D4': 50, 'D5': 44, 'motivation': {'result': 67, 'learning': 58, 'relation': 67, 'result_pct': 0.34895815158429605, 'learning_pct': 0.30208317599834583, 'relation_pct': 0.34895815158429605}}","{'developer': 82, 'sales_ops': 82, 'receptionist': 80}",developer,0,2026-03-19T15:40:52.915+00:00,2026-03-19T15:40:53.012975+00:00
9af6710d-b654-4e51-9452-9a38aa50521a,"{'D1': 60, 'D2': 75, 'D3': 63, 'D4': 50, 'D5': 44, 'motivation': {'result': 92, 'learning': 92, 'relation': 83, 'result_pct': 0.3445691593373935, 'learning_pct': 0.3445691593373935, 'relation_pct': 0.3108613067935181}}","{'developer': 78, 'sales_ops': 81, 'receptionist': 87}",receptionist,6,2026-03-19T19:08:43.852+00:00,2026-03-19T19:08:43.472882+00:00
e49113fa-06f0-4262-9249-d6da2dc5a5c8,"{'D1': 100, 'D2': 65, 'D3': 63, 'D4': 56, 'D5': 69, 'motivation': {'result': 75, 'learning': 75, 'relation': 75, 'result_pct': 0.333333185185251, 'learning_pct': 0.333333185185251, 'relation_pct': 0.333333185185251}}","{'developer': 85, 'sales_ops': 86, 'receptionist': 85}",sales_ops,1,2026-03-19T20:54:40.634+00:00,2026-03-19T20:54:40.861127+00:00
