profile_id,target_role,research_consent_given,created_at,updated_at
dc5e1d44-459a-43dd-940e-00786d4f84ca,sales_ops,True,2026-03-17T14:08:22.974+00:00,2026-03-17T17:44:22.360837+00:00
c71a5702-5635-4d8f-a85a-31fed6afc1c8,sales_ops,True,2026-03-12T14:36:50.055+00:00,2026-03-12T14:40:00.841713+00:00
3c50cad0-42f0-4118-b406-28e65e0caf2d,developer,True,2026-03-14T16:34:48.229+00:00,2026-03-14T16:40:35.706099+00:00
ecc9b49b-2192-453d-adbc-0d61675e9fda,sales_ops,True,2026-03-13T12:38:44.152+00:00,2026-03-13T12:45:47.821256+00:00
d7479702-1f11-424a-83c8-fb66e5db1097,sales_ops,True,2026-03-12T14:52:43.425+00:00,2026-03-12T14:54:26.091995+00:00
fb5921ce-c739-48c0-9d76-abbbf4a9ccc1,sales_ops,True,2026-03-13T12:16:26.317+00:00,2026-03-13T16:07:58.280022+00:00
3f8c7b86-b961-4e10-8b7c-2ed4b806d6f7,developer,True,2026-03-12T16:04:12.377+00:00,2026-03-12T16:07:49.56978+00:00
6e9e603a-4bc0-4990-bdc8-428c3af32760,developer,True,2026-03-17T21:02:43.2+00:00,2026-03-17T21:05:29.87809+00:00
2793726b-3a52-4497-bb98-7ae0368d25e2,receptionist,True,2026-03-16T16:41:39.516+00:00,2026-03-16T16:45:09.468007+00:00
b581cb58-728d-4c35-ab17-24e896fc6c5d,receptionist,True,2026-03-13T18:12:04.069+00:00,2026-03-13T18:32:09.723495+00:00
1f9327a4-93a4-48d3-9e43-0aa6f57306b0,developer,True,2026-03-12T16:26:43.106+00:00,2026-03-12T16:28:33.813654+00:00
81b86abc-d94a-48ef-9f0d-86364117876b,sales_ops,True,2026-03-13T12:54:30.767+00:00,2026-03-13T12:58:27.24798+00:00
5b4b3665-89c7-4dc4-aead-b05cdbf6531a,sales_ops,True,2026-03-13T12:53:47.149+00:00,2026-03-13T12:58:30.362197+00:00
95f1f623-8606-4371-8947-ed804456aae0,developer,True,2026-03-12T20:38:15.095+00:00,2026-03-12T20:40:08.39999+00:00
125816e2-8d79-4b3f-a747-521bdfad992d,receptionist,True,2026-03-15T14:53:02.652+00:00,2026-03-15T14:56:01.387554+00:00
bd237615-1c4c-4717-9d37-7b9a52c06e47,sales_ops,True,2026-03-13T18:34:35.527+00:00,2026-03-13T18:36:30.995976+00:00
bf56dfd7-83dc-4604-b320-04a33ad10b06,sales_ops,True,2026-03-13T13:05:32.161+00:00,2026-03-13T13:09:35.658137+00:00
7171a598-3f14-458f-a789-adf146404838,receptionist,True,2026-03-17T14:01:25.516+00:00,2026-03-17T14:03:18.693306+00:00
3bb1c395-d475-4149-9182-bef1ff47d15f,sales_ops,True,2026-03-13T14:09:21.095+00:00,2026-03-13T14:11:43.493699+00:00
1b380868-63e3-4e1b-b106-152416e05dbb,sales_ops,True,2026-03-13T21:20:15.742+00:00,2026-03-13T21:23:10.865266+00:00
1dbd3e82-0bcd-4485-a6ff-08a207b17d38,sales_ops,True,2026-03-13T14:16:22.503+00:00,2026-03-13T14:19:44.121619+00:00
4412d3e8-0fd6-44ac-b0fd-2d4fc55f8dcd,sales_ops,True,2026-03-16T15:08:35.364+00:00,2026-03-16T15:12:29.540949+00:00
3b5e7f26-d667-4679-84c5-8cb8f9e11ed1,receptionist,True,2026-03-16T17:03:01.494+00:00,2026-03-16T17:05:36.51217+00:00
8812d715-2437-452f-9f08-89a9b7de6222,sales_ops,True,2026-03-13T11:50:16.183+00:00,2026-03-13T14:43:50.033228+00:00
51ba4fbd-ec10-49b1-b67e-6eb9eb5fda15,developer,True,2026-03-13T21:47:21.723+00:00,2026-03-13T21:49:32.122374+00:00
97a4a651-b33c-4978-871e-1e91aaf2bdf0,sales_ops,True,2026-03-17T21:02:41.588+00:00,2026-03-17T21:06:02.966589+00:00
515b2474-5968-4564-b620-60a42ecfaef8,developer,True,2026-03-17T18:39:25.24+00:00,2026-03-17T18:40:42.345463+00:00
3125642c-91c9-4248-95c6-6d51ca9b18b2,sales_ops,True,2026-03-16T15:32:19.605+00:00,2026-03-16T15:34:11.030854+00:00
b701c83a-8878-4490-a5c0-0bf097d5abf6,sales_ops,True,2026-03-13T23:27:07.211+00:00,2026-03-13T23:31:29.889005+00:00
1d0ee5c3-89d2-4ff2-950a-92dc63809e1e,developer,True,2026-03-17T15:52:18.945+00:00,2026-03-17T16:30:41.836694+00:00
e5a89d72-ecd6-4cec-b55e-ceb2f1e81ef3,receptionist,True,2026-03-16T16:06:49.015+00:00,2026-03-16T16:16:16.187764+00:00
9c3365b6-0abe-45e9-8535-ddbea708e029,receptionist,True,2026-03-16T21:05:25.197+00:00,2026-03-16T21:11:09.722396+00:00
f95a6826-5019-47cb-bb49-878a0e2bef42,developer,True,2026-03-17T20:48:44.643+00:00,2026-03-17T20:54:39.250529+00:00
8c617733-c96e-459a-939f-e2c29142e61c,receptionist,True,2026-03-17T19:26:14.27+00:00,2026-03-17T19:50:44.786024+00:00
1dcc0aa3-7df0-4815-ab89-29892d64c043,developer,True,2026-03-17T17:03:47.42+00:00,2026-03-17T17:07:38.690535+00:00
feb5467d-a7f9-4765-ad88-81cfb571fefb,developer,True,2026-03-18T09:44:37.223+00:00,2026-03-18T09:46:26.079413+00:00
f408cc35-6cb1-4269-b37f-3d793a1b2249,developer,True,2026-03-18T07:50:27.047+00:00,2026-03-18T07:51:49.170692+00:00
2cb65b7b-4d54-4ae4-958d-ab087ecbc9ac,receptionist,True,2026-03-18T15:34:09.115+00:00,2026-03-18T16:03:12.379071+00:00
be7c2712-f10e-4980-9ae9-532696764a99,receptionist,True,2026-03-18T15:50:53.909+00:00,2026-03-18T15:54:53.652995+00:00
edc2c1be-eae8-4a69-819f-5e900a04d41b,receptionist,True,2026-03-18T16:54:06.426+00:00,2026-03-18T16:58:29.955757+00:00
8ac09617-93d9-4ca7-b876-099d441e29a9,developer,True,2026-03-18T16:44:08.537+00:00,2026-03-18T16:48:51.165417+00:00
554a0a5f-7421-4b16-8d30-f0e025f15b57,receptionist,True,2026-03-18T16:53:43.121+00:00,2026-03-18T16:57:55.220361+00:00
0fe75d11-0622-4dd6-9c48-37b80f4d874d,receptionist,True,2026-03-18T17:16:53.989+00:00,2026-03-18T17:20:49.576136+00:00
81ec818a-d583-42b1-a276-525cf80342fa,sales_ops,True,2026-03-18T18:22:09.032+00:00,2026-03-18T18:24:12.72305+00:00
e8414017-3c9f-4564-823c-78810999fed8,receptionist,True,2026-03-18T18:33:21.103+00:00,2026-03-18T18:39:38.5567+00:00
7627ff2a-6316-4a3c-9cfe-df70ff5abb64,developer,True,2026-03-18T18:57:10.686+00:00,2026-03-18T18:58:36.400652+00:00
6a791992-591c-48c4-9a19-afb064635e66,developer,True,2026-03-18T18:59:13.036+00:00,2026-03-18T19:01:54.820874+00:00
9b25c176-c0cd-4438-891a-7a1c34e5e907,receptionist,True,2026-03-18T19:21:18.908+00:00,2026-03-18T19:23:16.723382+00:00
2a3ba54c-4ce3-436d-a1da-b7037a388de3,developer,True,2026-03-18T20:33:00.447+00:00,2026-03-18T20:35:04.977588+00:00
0d3aaf2c-81ce-4357-9d3f-8608d20acc56,developer,True,2026-03-23T08:27:53.087+00:00,2026-03-23T08:29:08.857543+00:00
595c6330-7545-4bde-ba3b-9a258c98771a,receptionist,True,2026-03-22T10:54:57.71+00:00,2026-03-22T10:57:11.740333+00:00
abeada9f-8162-4ad7-9d00-a0f472306cf1,developer,True,2026-03-18T21:03:03.622+00:00,2026-03-18T21:04:54.332257+00:00
1d427c45-76bc-4bf1-9fc8-6c826a5a6195,developer,True,2026-03-23T15:41:51.158+00:00,2026-03-23T15:43:19.073884+00:00
bd7a29f6-f2f7-4568-9499-52d4c3cd7679,developer,True,2026-03-23T20:21:01.839+00:00,2026-03-23T20:22:18.278523+00:00
44c0253d-d855-41b3-85a8-bc48fa506c2c,receptionist,True,2026-03-18T22:51:13.6+00:00,2026-03-18T22:55:01.095022+00:00
18b9a795-fbd3-444f-b9fc-a2f24d0d6846,receptionist,True,2026-03-22T19:39:27.802+00:00,2026-03-22T19:41:54.134224+00:00
3dc5e1ad-417f-4959-b6d4-b8310ccfe7e8,developer,True,2026-03-22T12:51:37.155+00:00,2026-03-22T12:54:46.686779+00:00
35bb3a87-abf2-4745-bf66-21ef7ce9ffb3,developer,True,2026-03-23T15:41:41.765+00:00,2026-03-23T15:43:28.691689+00:00
e04d7ca6-0f1f-4536-b43c-2ede46228c1b,developer,True,2026-03-19T11:34:21.929+00:00,2026-03-19T11:35:51.587603+00:00
fb738062-ddf7-4f3d-b298-e4cd5035e9b8,sales_ops,True,2026-03-23T11:15:18.825+00:00,2026-03-23T11:17:32.742228+00:00
4afe6860-52d2-4ac2-bd28-b0c9a8029bb7,receptionist,True,2026-03-22T19:38:48.074+00:00,2026-03-22T19:42:59.705732+00:00
c7da3d85-733e-494d-a923-883989657a16,developer,True,2026-03-22T12:56:18.641+00:00,2026-03-22T12:57:43.951642+00:00
b3ef7b61-cfbd-4896-a2da-6a1bb9f69042,sales_ops,True,2026-03-19T12:15:16.701+00:00,2026-03-19T12:18:49.743621+00:00
3342333d-31f4-4e78-a59a-9ac7cc3dc7a5,receptionist,True,2026-03-23T20:15:10.409+00:00,2026-03-23T20:16:30.793309+00:00
ac4823d4-88e3-4edf-b3b3-41052ce3da5f,receptionist,True,2026-03-19T12:46:51.595+00:00,2026-03-19T12:48:50.062884+00:00
0db74ac8-0ead-49cf-8374-4e2ca7276281,receptionist,True,2026-03-22T19:40:15.519+00:00,2026-03-22T19:44:53.602797+00:00
5c4d041d-21b6-4856-b3de-149f889c233e,receptionist,True,2026-03-23T21:19:48.545+00:00,2026-03-23T21:21:38.319529+00:00
3724106d-c278-445d-a552-85b801043977,sales_ops,True,2026-03-22T13:07:09.702+00:00,2026-03-22T13:09:22.886581+00:00
8c35a76c-2545-4794-82e1-958d44734e08,receptionist,True,2026-03-19T15:36:24.837+00:00,2026-03-19T15:39:39.290061+00:00
7b670719-c778-4181-8096-379c0dc8d149,receptionist,True,2026-03-23T10:51:17.209+00:00,2026-03-23T14:18:44.657573+00:00
c12fc0b8-9ef2-4fb5-ab9f-b87bacc66536,receptionist,True,2026-03-22T13:08:42.731+00:00,2026-03-22T13:10:09.177111+00:00
9af6710d-b654-4e51-9452-9a38aa50521a,developer,True,2026-03-19T19:02:11.796+00:00,2026-03-19T19:04:39.83891+00:00
564dc85b-179b-439b-ac30-cf84dc5bc6d3,developer,True,2026-03-22T19:50:56.466+00:00,2026-03-22T19:54:44.234764+00:00
31458e85-6856-45b8-adb8-e5d604e836f1,sales_ops,True,2026-03-23T20:02:12.199+00:00,2026-03-23T20:03:56.602977+00:00
e49113fa-06f0-4262-9249-d6da2dc5a5c8,sales_ops,True,2026-03-19T20:48:50.709+00:00,2026-03-19T20:50:55.37708+00:00
ea64ca73-3be8-44d5-b6a4-f3e64aca8dc1,sales_ops,True,2026-03-22T13:17:20.199+00:00,2026-03-22T13:22:15.291375+00:00
6a87712e-0cdb-4d4f-a686-fb5f5e347f03,developer,True,2026-03-20T10:04:22.203+00:00,2026-03-20T10:07:06.803521+00:00
211d4ea0-9d00-4bcf-a5ec-2ce05efcfc22,sales_ops,True,2026-03-22T20:02:12.403+00:00,2026-03-22T20:04:41.18461+00:00
42186cab-d03f-45fa-a253-d3f21dac0d28,receptionist,True,2026-03-22T13:21:18.227+00:00,2026-03-22T13:23:35.272774+00:00
87dacf52-8849-4a79-92c9-6e0812e935cb,developer,True,2026-03-20T12:07:13.822+00:00,2026-03-20T12:09:55.847337+00:00
00e39e14-5150-4161-a4a9-f59879ec522e,developer,True,2026-03-23T15:13:53.804+00:00,2026-03-23T15:16:01.146415+00:00
60a16c37-631f-4e83-afb8-93c0661963a9,developer,True,2026-03-24T16:41:19.881+00:00,2026-03-24T16:43:04.201+00:00
26a5f927-88d3-4be4-a444-4b6eacb26e73,receptionist,True,2026-03-20T19:49:45.147+00:00,2026-03-20T19:52:05.901911+00:00
0b05a5f9-6ad0-4b71-abc3-6b268bf8037a,receptionist,True,2026-03-22T13:26:49.97+00:00,2026-03-22T13:29:28.423042+00:00
9d91e907-1818-4b7f-8a1c-4f4942778f0e,receptionist,True,2026-03-22T21:24:18.292+00:00,2026-03-22T21:26:14.343198+00:00
09e734e4-0617-486e-ae2e-e2b3eee8fe00,receptionist,True,2026-03-23T20:25:26.469+00:00,2026-03-23T20:28:05.301479+00:00
fcc4e58f-a519-4ca8-97d0-fb939202cdab,receptionist,True,2026-03-23T20:07:19.727+00:00,2026-03-23T20:09:23.510234+00:00
e65cb490-820e-4949-99df-03100b2ab9c4,receptionist,True,2026-03-21T17:07:57.052+00:00,2026-03-21T17:17:35.636547+00:00
1e362444-928b-4794-9721-4d798d8f1393,developer,True,2026-03-22T13:35:19.386+00:00,2026-03-22T13:39:35.606823+00:00
051df7e4-6071-494b-9fa8-07f9b1d8e2a3,sales_ops,True,2026-03-23T15:28:17.8+00:00,2026-03-23T15:29:57.585943+00:00
8a05d4e9-9f5f-4ac4-a831-a44667f42076,receptionist,True,2026-03-22T21:36:48.026+00:00,2026-03-22T21:38:07.170016+00:00
aa7b23d9-1d37-49e2-b27e-9d77d062963c,developer,True,2026-03-22T14:49:09.691+00:00,2026-03-22T14:52:08.121982+00:00
165188db-e2a0-4f73-bad3-6af79c664afc,sales_ops,True,2026-03-23T20:35:01.293+00:00,2026-03-23T20:36:27.990598+00:00
3cefa689-1f2a-4c6c-b6d7-e647a12094b2,developer,True,2026-03-23T20:17:33.66+00:00,2026-03-23T20:18:55.423817+00:00
60f0ee69-967e-411d-972e-6bee0440d37d,receptionist,True,2026-03-23T15:34:09.911+00:00,2026-03-23T15:35:38.570345+00:00
ecd16b29-4553-4d30-ad5c-e249d1843454,developer,True,2026-03-22T21:50:57.033+00:00,2026-03-22T21:53:48.235242+00:00
75105e89-fd9c-4d6e-9820-72806170072f,sales_ops,True,2026-03-23T20:09:04.048+00:00,2026-03-23T20:10:52.235279+00:00
d1ca8766-534e-4349-ba25-1d104dc96a77,developer,True,2026-03-23T20:15:51.646+00:00,2026-03-23T20:19:40.909391+00:00
aca2d12a-82ca-42fa-aabe-6d0fd097c383,developer,True,2026-03-24T20:54:02.037+00:00,2026-03-24T20:55:42.03085+00:00
34f9c987-bf19-46dc-bb62-41c5f7f98f9b,sales_ops,True,2026-03-23T20:12:25.66+00:00,2026-03-23T20:13:46.420492+00:00
4e17d83a-f27f-4fe1-970f-ba6aeeda9aad,receptionist,True,2026-03-23T20:19:52.499+00:00,2026-03-23T20:20:56.066911+00:00
dd936f94-7eff-4df0-a0a6-238256af1fe3,sales_ops,True,2026-03-23T20:31:30.028+00:00,2026-03-23T20:33:28.16963+00:00
eac37fab-9157-4ddc-aa05-e258f9e7bb6b,sales_ops,True,2026-03-23T21:35:11.345+00:00,2026-03-23T21:36:37.714083+00:00
912e584d-91d8-4ef3-84c2-47d6fc932693,developer,True,2026-03-23T20:41:43.757+00:00,2026-03-23T20:43:11.212168+00:00
debb845b-d832-4a52-a06c-c38041cedb0d,receptionist,True,2026-03-25T20:48:37.798+00:00,2026-03-25T20:49:56.165788+00:00
9d7e0db2-13a4-456d-9fa8-46cfe833c9b5,sales_ops,True,2026-03-23T20:33:13.264+00:00,2026-03-23T20:34:26.755237+00:00
59e1ffcf-3250-4a31-9d16-a43357116100,sales_ops,True,2026-03-24T10:14:28.874+00:00,2026-03-24T10:52:09.984394+00:00
b6b4d416-9272-4689-aa21-5e7b44146d5f,sales_ops,True,2026-03-24T20:55:29.809+00:00,2026-03-24T20:57:18.701857+00:00
089d5146-782b-4521-b336-bb38c80eef94,receptionist,True,2026-03-24T09:54:18.671+00:00,2026-03-24T09:56:12.944807+00:00
1558ec2a-0c1a-4002-a5f4-effd86a11352,sales_ops,True,2026-03-24T16:49:56.051+00:00,2026-03-24T16:51:16.805696+00:00
1c0127ff-90b9-4e08-b919-b6dfe8fda61c,sales_ops,True,2026-03-24T16:55:44.196+00:00,2026-03-24T16:57:51.975184+00:00
ac8a303b-dec5-4257-878c-fe736ff2f7c8,developer,True,2026-03-25T20:53:31.181+00:00,2026-03-25T20:54:51.546497+00:00
4d642b5e-26b0-4941-9afb-049ce9e159ed,receptionist,True,2026-03-25T20:58:30.356+00:00,2026-03-25T20:59:27.585327+00:00
c0faaf7a-68f3-451b-aeb5-08442bc00fab,developer,True,2026-03-25T21:02:49.781+00:00,2026-03-25T21:03:54.343457+00:00
a986f34c-ccb3-4f1f-a496-2d454d86eb83,receptionist,True,2026-03-26T14:16:46.574+00:00,2026-03-26T14:17:58.039762+00:00
2b46d6b7-8e19-4aa8-b824-bbaf337a68c5,developer,True,2026-03-26T16:50:21.489+00:00,2026-03-26T16:52:29.987258+00:00
